"PTNR_REGIONAL_MASTER_CD","COUNTRY_CD","YEARWEEK","UNITS"
0,AE,202036,175196.0
0,AE,202037,121975.0
0,AE,202038,155034.0
0,AE,202039,283051.0
0,AE,202040,237858.0
0,AE,202041,214876.0
0,AE,202042,131945.0
0,AE,202043,349549.0
0,AE,202044,288692.0
0,AE,202045,217083.0
0,AE,202046,247611.0
0,AE,202047,287504.0
0,AE,202048,335876.0
0,AE,202049,560689.0
0,AE,202050,442277.0
0,AE,202051,341216.0
0,AE,202052,553484.0
0,AE,202101,343603.0
0,AE,202102,134520.0
0,AE,202103,83572.0
0,AE,202104,139824.0
0,AE,202105,120131.0
0,AE,202106,112859.0
0,AE,202107,170577.0
0,AE,202108,383609.0
0,AE,202109,410376.0
0,AE,202110,322698.0
0,AE,202111,111487.0
0,AE,202112,173347.0
0,AE,202113,281101.0
0,AE,202114,334036.0
0,AE,202115,142540.0
0,AE,202116,125288.0
0,AE,202117,264616.0
0,AE,202118,493678.0
0,AE,202119,164618.0
0,AE,202120,95298.0
0,AE,202121,463673.0
0,AE,202122,490545.0
0,AE,202123,466437.0
0,AE,202124,481557.0
0,AE,202125,364988.0
0,AE,202126,360534.0
0,AE,202127,135519.0
0,AE,202128,237097.0
0,AE,202129,259371.0
0,AE,202130,406338.0
0,AE,202131,250085.0
0,AE,202132,495385.0
0,AE,202133,251979.0
0,AE,202134,282073.0
0,AE,202135,371519.0
0,AE,202136,336900.0
0,AE,202137,180768.0
0,AE,202138,195832.0
0,AE,202139,314747.0
0,AE,202140,468460.0
0,AE,202141,227388.0
0,AE,202142,353842.0
0,AE,202143,388243.0
0,AE,202144,295227.0
0,AE,202145,553482.0
0,AE,202146,416977.0
0,AE,202147,663429.0
0,AE,202148,801075.0
0,AE,202149,496134.0
0,AE,202150,454417.0
0,AE,202151,372341.0
0,AE,202152,392111.0
0,AE,202201,193791.0
0,AE,202202,147083.0
0,AE,202203,147915.0
0,AE,202204,199740.0
0,AE,202205,247249.0
0,AE,202206,188743.0
0,AE,202207,197536.0
0,AE,202208,455751.0
0,AE,202209,532724.0
0,AE,202210,181202.0
0,AE,202211,119689.0
0,AE,202212,175108.0
0,AE,202213,536449.0
0,AE,202214,242132.0
0,AE,202215,143093.0
0,AE,202216,138370.0
0,AE,202217,383438.0
0,AE,202218,342208.0
0,AE,202219,228895.0
0,AE,202220,181834.0
0,AE,202221,784091.0
0,AE,202222,648807.0
0,AE,202223,661826.0
0,AE,202224,513182.0
0,AE,202225,484690.0
0,AE,202226,348065.0
0,AE,202227,127868.0
0,AE,202228,122293.0
0,AE,202229,141614.0
0,AE,202230,251402.0
0,AE,202231,200530.0
0,AE,202232,193939.0
0,AE,202233,129553.0
0,AE,202234,349325.0
0,AE,202235,559145.0
0,AE,202236,451146.0
0,AE,202237,182217.0
0,AE,202238,129607.0
0,AE,202239,173490.0
0,AE,202240,345777.0
0,AE,202241,506038.0
0,AE,202242,308552.0
0,AE,202243,357678.0
0,AE,202244,497799.0
0,AE,202245,552942.0
0,AE,202246,511854.0
0,AE,202247,370486.0
0,AE,202248,615041.0
0,AE,202249,831265.0
0,AE,202250,599695.0
0,AE,202251,529194.0
0,AE,202252,459416.0
0,AE,202301,274178.0
0,AE,202302,181706.0
0,AE,202303,170917.0
0,AE,202304,45.0
0,AE,202305,365.0
0,AE,202306,4.0
0,AT,202224,106.0
0,AT,202225,519.0
0,AT,202226,517.0
0,AT,202227,173.0
0,AT,202228,467.0
0,AT,202229,140.0
0,AT,202230,224.0
0,AT,202231,263.0
0,AT,202232,449.0
0,AT,202233,317.0
0,AT,202234,231.0
0,AT,202235,645.0
0,AT,202236,343.0
0,AT,202237,1402.0
0,AT,202238,552.0
0,AT,202239,459.0
0,AT,202240,883.0
0,AT,202241,654.0
0,AT,202242,3103.0
0,AT,202243,2677.0
0,AT,202244,3278.0
0,AT,202245,1153.0
0,AT,202246,1026.0
0,AT,202247,7061.0
0,AT,202248,6275.0
0,AT,202249,9213.0
0,AT,202250,5999.0
0,AT,202251,5143.0
0,AT,202252,4590.0
0,AT,202301,3286.0
0,AT,202302,4010.0
0,AT,202303,2629.0
0,AU,202013,2.0
0,AU,202036,16326.0
0,AU,202037,31672.0
0,AU,202038,13958.0
0,AU,202039,23657.0
0,AU,202040,33490.0
0,AU,202041,45738.0
0,AU,202042,41685.0
0,AU,202043,60679.0
0,AU,202044,42807.0
0,AU,202045,39487.0
0,AU,202046,44124.0
0,AU,202047,62753.0
0,AU,202048,38439.0
0,AU,202049,27917.0
0,AU,202050,19531.0
0,AU,202051,17176.0
0,AU,202052,20090.0
0,AU,202101,14564.0
0,AU,202102,18404.0
0,AU,202103,14895.0
0,AU,202104,14761.0
0,AU,202105,15103.0
0,AU,202106,24054.0
0,AU,202107,20962.0
0,AU,202108,12627.0
0,AU,202109,19644.0
0,AU,202110,22512.0
0,AU,202111,13989.0
0,AU,202112,14906.0
0,AU,202113,17073.0
0,AU,202114,24147.0
0,AU,202115,14972.0
0,AU,202116,12851.0
0,AU,202117,9526.0
0,AU,202118,8439.0
0,AU,202119,27817.0
0,AU,202120,32273.0
0,AU,202121,30831.0
0,AU,202122,18678.0
0,AU,202123,34477.0
0,AU,202124,14067.0
0,AU,202125,5697.0
0,AU,202126,6711.0
0,AU,202127,14732.0
0,AU,202128,15456.0
0,AU,202129,21400.0
0,AU,202130,36376.0
0,AU,202131,14336.0
0,AU,202132,18373.0
0,AU,202133,15062.0
0,AU,202134,36230.0
0,AU,202135,10525.0
0,AU,202136,14191.0
0,AU,202137,39793.0
0,AU,202138,30935.0
0,AU,202139,32236.0
0,AU,202140,34013.0
0,AU,202141,45959.0
0,AU,202142,34324.0
0,AU,202143,83735.0
0,AU,202144,65423.0
0,AU,202145,51052.0
0,AU,202146,56943.0
0,AU,202147,64564.0
0,AU,202148,73080.0
0,AU,202149,79079.0
0,AU,202150,63874.0
0,AU,202151,59712.0
0,AU,202152,40691.0
0,AU,202201,24180.0
0,AU,202202,19036.0
0,AU,202203,21137.0
0,AU,202204,20645.0
0,AU,202205,29729.0
0,AU,202206,28649.0
0,AU,202207,43459.0
0,AU,202208,42176.0
0,AU,202209,39373.0
0,AU,202210,30979.0
0,AU,202211,26282.0
0,AU,202212,28704.0
0,AU,202213,22024.0
0,AU,202214,27018.0
0,AU,202215,23203.0
0,AU,202216,24825.0
0,AU,202217,25369.0
0,AU,202218,22756.0
0,AU,202219,65793.0
0,AU,202220,58157.0
0,AU,202221,42061.0
0,AU,202222,35218.0
0,AU,202223,32452.0
0,AU,202224,21354.0
0,AU,202225,17503.0
0,AU,202226,12499.0
0,AU,202227,7332.0
0,AU,202228,11345.0
0,AU,202229,14500.0
0,AU,202230,20351.0
0,AU,202231,22599.0
0,AU,202232,18081.0
0,AU,202233,31466.0
0,AU,202234,24844.0
0,AU,202235,22397.0
0,AU,202236,28275.0
0,AU,202237,34292.0
0,AU,202238,24250.0
0,AU,202239,35419.0
0,AU,202240,37888.0
0,AU,202241,48330.0
0,AU,202242,40922.0
0,AU,202243,90549.0
0,AU,202244,69484.0
0,AU,202245,45151.0
0,AU,202246,50044.0
0,AU,202247,71665.0
0,AU,202248,88395.0
0,AU,202249,50704.0
0,AU,202250,36520.0
0,AU,202251,28197.0
0,AU,202252,20157.0
0,AU,202301,16886.0
0,AU,202302,16026.0
0,AU,202303,16253.0
0,BE,202246,3855.0
0,BE,202247,5566.0
0,BE,202248,3135.0
0,BE,202249,4319.0
0,BE,202250,2470.0
0,BE,202251,2163.0
0,BE,202252,2096.0
0,BE,202301,1808.0
0,BE,202302,1322.0
0,BE,202303,1145.0
0,BH,202036,27006.0
0,BH,202037,37832.0
0,BH,202038,20362.0
0,BH,202039,33701.0
0,BH,202040,26100.0
0,BH,202041,39064.0
0,BH,202042,18608.0
0,BH,202043,63461.0
0,BH,202044,40259.0
0,BH,202045,20515.0
0,BH,202046,25755.0
0,BH,202047,30059.0
0,BH,202048,51753.0
0,BH,202049,69679.0
0,BH,202050,49298.0
0,BH,202051,40223.0
0,BH,202052,101112.0
0,BH,202101,63359.0
0,BH,202102,19102.0
0,BH,202103,11595.0
0,BH,202104,23468.0
0,BH,202105,20858.0
0,BH,202106,14647.0
0,BH,202107,20655.0
0,BH,202108,74686.0
0,BH,202109,73892.0
0,BH,202110,44026.0
0,BH,202111,10631.0
0,BH,202112,17265.0
0,BH,202113,21974.0
0,BH,202114,28699.0
0,BH,202115,20122.0
0,BH,202116,14922.0
0,BH,202117,19624.0
0,BH,202118,26117.0
0,BH,202119,55409.0
0,BH,202120,40838.0
0,BH,202121,60140.0
0,BH,202122,62538.0
0,BH,202123,107421.0
0,BH,202124,121281.0
0,BH,202125,78681.0
0,BH,202126,74381.0
0,BH,202127,33699.0
0,BH,202128,36120.0
0,BH,202129,44820.0
0,BH,202130,69417.0
0,BH,202131,47099.0
0,BH,202132,54374.0
0,BH,202133,44567.0
0,BH,202134,42619.0
0,BH,202135,62098.0
0,BH,202136,52633.0
0,BH,202137,39088.0
0,BH,202138,28869.0
0,BH,202139,30471.0
0,BH,202140,65992.0
0,BH,202141,32590.0
0,BH,202142,47481.0
0,BH,202143,69966.0
0,BH,202144,31408.0
0,BH,202145,59896.0
0,BH,202146,49820.0
0,BH,202147,97485.0
0,BH,202148,132876.0
0,BH,202149,91317.0
0,BH,202150,73068.0
0,BH,202151,60663.0
0,BH,202152,61197.0
0,BH,202201,24615.0
0,BH,202202,13515.0
0,BH,202203,12573.0
0,BH,202204,20482.0
0,BH,202205,19309.0
0,BH,202206,13836.0
0,BH,202207,18984.0
0,BH,202208,77169.0
0,BH,202209,68336.0
0,BH,202210,12880.0
0,BH,202211,11800.0
0,BH,202212,17477.0
0,BH,202213,57514.0
0,BH,202214,21348.0
0,BH,202215,14694.0
0,BH,202216,13262.0
0,BH,202217,36482.0
0,BH,202218,32518.0
0,BH,202219,35092.0
0,BH,202220,15125.0
0,BH,202221,147113.0
0,BH,202222,95886.0
0,BH,202223,94092.0
0,BH,202224,97741.0
0,BH,202225,107788.0
0,BH,202226,57800.0
0,BH,202227,17432.0
0,BH,202228,13478.0
0,BH,202229,20676.0
0,BH,202230,46464.0
0,BH,202231,25967.0
0,BH,202232,28395.0
0,BH,202233,13858.0
0,BH,202234,57690.0
0,BH,202235,89045.0
0,BH,202236,63798.0
0,BH,202237,24225.0
0,BH,202238,14855.0
0,BH,202239,17560.0
0,BH,202240,39018.0
0,BH,202241,14920.0
0,BH,202242,38036.0
0,BH,202243,50177.0
0,BH,202244,79353.0
0,BH,202245,63752.0
0,BH,202246,55212.0
0,BH,202247,34321.0
0,BH,202248,70130.0
0,BH,202249,104190.0
0,BH,202250,80577.0
0,BH,202251,70680.0
0,BH,202252,68491.0
0,BH,202301,35008.0
0,BH,202302,16694.0
0,BH,202303,16297.0
0,CL,201948,4685.0
0,CL,201949,17263.0
0,CL,201950,18404.0
0,CL,202036,17003.0
0,CL,202037,21052.0
0,CL,202038,21230.0
0,CL,202039,18348.0
0,CL,202040,38257.0
0,CL,202041,21233.0
0,CL,202042,23048.0
0,CL,202043,51395.0
0,CL,202044,26372.0
0,CL,202045,36281.0
0,CL,202046,37862.0
0,CL,202047,24546.0
0,CL,202048,22612.0
0,CL,202049,35947.0
0,CL,202050,23134.0
0,CL,202051,26616.0
0,CL,202052,27121.0
0,CL,202101,23008.0
0,CL,202102,19773.0
0,CL,202103,18144.0
0,CL,202104,20160.0
0,CL,202105,22209.0
0,CL,202106,15598.0
0,CL,202107,17113.0
0,CL,202108,14337.0
0,CL,202109,7831.0
0,CL,202110,14288.0
0,CL,202111,21944.0
0,CL,202112,8539.0
0,CL,202113,21165.0
0,CL,202114,16686.0
0,CL,202115,19691.0
0,CL,202116,19305.0
0,CL,202117,22882.0
0,CL,202118,71270.0
0,CL,202119,16625.0
0,CL,202120,11774.0
0,CL,202121,12738.0
0,CL,202122,22260.0
0,CL,202123,22753.0
0,CL,202124,20024.0
0,CL,202125,25871.0
0,CL,202126,31429.0
0,CL,202127,28602.0
0,CL,202128,21959.0
0,CL,202129,20677.0
0,CL,202130,20478.0
0,CL,202131,22335.0
0,CL,202132,22775.0
0,CL,202133,19348.0
0,CL,202134,20095.0
0,CL,202135,19859.0
0,CL,202136,47732.0
0,CL,202137,19482.0
0,CL,202138,17504.0
0,CL,202139,23881.0
0,CL,202140,26148.0
0,CL,202141,36758.0
0,CL,202142,36608.0
0,CL,202143,75903.0
0,CL,202144,75196.0
0,CL,202145,45898.0
0,CL,202146,56442.0
0,CL,202147,46795.0
0,CL,202148,38740.0
0,CL,202149,78143.0
0,CL,202150,28320.0
0,CL,202151,28876.0
0,CL,202152,30867.0
0,CL,202201,31060.0
0,CL,202202,30767.0
0,CL,202203,27055.0
0,CL,202204,28597.0
0,CL,202205,30139.0
0,CL,202206,25833.0
0,CL,202207,23437.0
0,CL,202208,24141.0
0,CL,202209,25050.0
0,CL,202210,25675.0
0,CL,202211,31265.0
0,CL,202212,24828.0
0,CL,202213,29294.0
0,CL,202214,36871.0
0,CL,202215,26588.0
0,CL,202216,24148.0
0,CL,202217,24227.0
0,CL,202218,55297.0
0,CL,202219,22889.0
0,CL,202220,22819.0
0,CL,202221,23757.0
0,CL,202222,30511.0
0,CL,202223,33826.0
0,CL,202224,33656.0
0,CL,202225,35765.0
0,CL,202226,34226.0
0,CL,202227,33505.0
0,CL,202228,29830.0
0,CL,202229,27250.0
0,CL,202230,27190.0
0,CL,202231,30226.0
0,CL,202232,24463.0
0,CL,202233,22800.0
0,CL,202234,21359.0
0,CL,202235,28467.0
0,CL,202236,55258.0
0,CL,202237,23500.0
0,CL,202238,20216.0
0,CL,202239,51704.0
0,CL,202240,30180.0
0,CL,202241,24012.0
0,CL,202242,29379.0
0,CL,202243,64360.0
0,CL,202244,59950.0
0,CL,202245,46473.0
0,CL,202246,58970.0
0,CL,202247,77875.0
0,CL,202248,32020.0
0,CL,202249,32752.0
0,CL,202250,36014.0
0,CL,202251,43917.0
0,CL,202252,43971.0
0,CL,202301,34523.0
0,CL,202302,31057.0
0,CL,202303,27449.0
0,CN,202129,336.0
0,CN,202130,1478.0
0,CN,202131,1161.0
0,CN,202132,891.0
0,CN,202133,901.0
0,CN,202134,1642.0
0,CN,202135,1500.0
0,CN,202136,1635.0
0,CN,202137,915.0
0,CN,202138,1256.0
0,CN,202139,1255.0
0,CN,202140,1112.0
0,CN,202141,1113.0
0,CN,202142,696.0
0,CN,202143,851.0
0,CN,202144,1473.0
0,CN,202145,653.0
0,CN,202146,877.0
0,CN,202147,1676.0
0,CN,202148,976.0
0,CN,202149,2100.0
0,CN,202150,1716.0
0,CN,202151,1748.0
0,CN,202152,1487.0
0,CN,202201,1848.0
0,CN,202202,1627.0
0,CN,202203,1409.0
0,CN,202204,1703.0
0,CN,202205,2324.0
0,CN,202206,2928.0
0,CN,202207,841.0
0,CN,202208,498.0
0,CN,202209,483.0
0,CN,202210,569.0
0,CN,202211,378.0
0,CN,202212,901.0
0,CN,202213,1056.0
0,CN,202214,2349.0
0,CN,202215,825.0
0,CN,202216,735.0
0,CN,202217,629.0
0,CN,202218,1253.0
0,CN,202219,1471.0
0,CN,202220,1674.0
0,CN,202221,1379.0
0,CN,202222,1174.0
0,CN,202223,2386.0
0,CN,202224,2150.0
0,CN,202225,1958.0
0,CN,202226,1585.0
0,CN,202227,1797.0
0,CN,202228,1387.0
0,CN,202229,1859.0
0,CN,202230,1652.0
0,CN,202231,1339.0
0,CN,202232,1492.0
0,CN,202233,1552.0
0,CN,202234,1736.0
0,CN,202235,1813.0
0,CN,202236,3085.0
0,CN,202237,1543.0
0,CN,202238,2079.0
0,CN,202239,1878.0
0,CN,202240,1981.0
0,CN,202241,2227.0
0,CN,202242,2503.0
0,CN,202243,1866.0
0,CN,202244,2255.0
0,CN,202245,2938.0
0,CN,202246,4710.0
0,CN,202247,2796.0
0,CN,202248,1202.0
0,CN,202249,2447.0
0,CN,202250,2273.0
0,CN,202251,2401.0
0,CN,202252,2455.0
0,CN,202301,3615.0
0,CN,202302,2573.0
0,CN,202303,2762.0
0,CN,202304,2899.0
0,CN,202305,3715.0
0,CN,202306,5400.0
0,CN,202307,3157.0
0,CN,202308,2799.0
0,CN,202309,2505.0
0,CN,202310,3364.0
0,CN,202311,2529.0
0,CN,202312,3074.0
0,CN,202313,2818.0
0,CN,202314,2988.0
0,CN,202315,2681.0
0,CN,202316,3396.0
0,CN,202317,2600.0
0,CN,202318,4283.0
0,CN,202319,3485.0
0,CN,202320,3743.0
0,CN,202321,3285.0
0,CN,202322,2378.0
0,CN,202323,2070.0
0,CN,202324,1887.0
0,CN,202325,1883.0
0,CN,202326,1889.0
0,CN,202327,3203.0
0,CN,202328,2192.0
0,CN,202329,2385.0
0,CN,202330,2512.0
0,CN,202331,2134.0
0,CN,202332,2850.0
0,CN,202333,3124.0
0,CN,202334,3470.0
0,CN,202335,5579.0
0,CN,202336,5318.0
0,CN,202337,4763.0
0,CN,202338,3872.0
0,CN,202339,4833.0
0,CN,202340,4781.0
0,CN,202341,3742.0
0,CN,202342,2883.0
0,CN,202343,3241.0
0,CN,202344,3133.0
0,CN,202345,3528.0
0,CN,202346,10978.0
0,CN,202347,3634.0
0,CN,202348,2525.0
0,CN,202349,3387.0
0,CN,202350,3092.0
0,CN,202351,5081.0
0,CN,202352,4481.0
0,CN,202353,4568.0
0,CN,202401,5273.0
0,CN,202402,5437.0
0,CN,202403,3318.0
0,CN,202404,3209.0
0,CN,202405,10990.0
0,CN,202406,4008.0
0,CN,202407,4695.0
0,CN,202408,3685.0
0,CN,202409,5944.0
0,CN,202410,4080.0
0,CN,202411,936.0
0,CO,202036,8979.0
0,CO,202037,10175.0
0,CO,202038,8503.0
0,CO,202039,7199.0
0,CO,202040,8760.0
0,CO,202041,14314.0
0,CO,202042,15743.0
0,CO,202043,22923.0
0,CO,202044,26329.0
0,CO,202045,19217.0
0,CO,202046,24314.0
0,CO,202047,20166.0
0,CO,202048,7030.0
0,CO,202049,10399.0
0,CO,202050,6835.0
0,CO,202051,12949.0
0,CO,202052,14958.0
0,CO,202101,10914.0
0,CO,202102,8499.0
0,CO,202103,7849.0
0,CO,202104,8367.0
0,CO,202105,8060.0
0,CO,202106,9361.0
0,CO,202107,7520.0
0,CO,202108,9503.0
0,CO,202109,6252.0
0,CO,202110,4202.0
0,CO,202111,8725.0
0,CO,202112,5273.0
0,CO,202113,5326.0
0,CO,202114,7469.0
0,CO,202115,6937.0
0,CO,202116,9239.0
0,CO,202117,7548.0
0,CO,202118,6898.0
0,CO,202119,11077.0
0,CO,202120,11253.0
0,CO,202121,13840.0
0,CO,202122,13238.0
0,CO,202123,16129.0
0,CO,202124,14361.0
0,CO,202125,10556.0
0,CO,202126,9591.0
0,CO,202127,9258.0
0,CO,202128,12802.0
0,CO,202129,10455.0
0,CO,202130,19642.0
0,CO,202131,9776.0
0,CO,202132,6532.0
0,CO,202133,9206.0
0,CO,202134,8517.0
0,CO,202135,11447.0
0,CO,202136,8609.0
0,CO,202137,14629.0
0,CO,202138,11750.0
0,CO,202139,12052.0
0,CO,202140,13742.0
0,CO,202141,15736.0
0,CO,202142,15827.0
0,CO,202143,32930.0
0,CO,202144,29550.0
0,CO,202145,26116.0
0,CO,202146,30892.0
0,CO,202147,33209.0
0,CO,202148,12094.0
0,CO,202149,15436.0
0,CO,202150,19824.0
0,CO,202151,20119.0
0,CO,202152,22398.0
0,CO,202201,21354.0
0,CO,202202,14484.0
0,CO,202203,11471.0
0,CO,202204,10470.0
0,CO,202205,10145.0
0,CO,202206,11163.0
0,CO,202207,7912.0
0,CO,202208,8491.0
0,CO,202209,9180.0
0,CO,202210,8842.0
0,CO,202211,12822.0
0,CO,202212,8050.0
0,CO,202213,8720.0
0,CO,202214,14274.0
0,CO,202215,9041.0
0,CO,202216,9933.0
0,CO,202217,10146.0
0,CO,202218,10267.0
0,CO,202219,8248.0
0,CO,202220,14168.0
0,CO,202221,27231.0
0,CO,202222,21348.0
0,CO,202223,21156.0
0,CO,202224,21909.0
0,CO,202225,13746.0
0,CO,202226,10703.0
0,CO,202227,14215.0
0,CO,202228,14104.0
0,CO,202229,11310.0
0,CO,202230,7810.0
0,CO,202231,32376.0
0,CO,202232,15449.0
0,CO,202233,9945.0
0,CO,202234,8940.0
0,CO,202235,10953.0
0,CO,202236,8805.0
0,CO,202237,15069.0
0,CO,202238,10240.0
0,CO,202239,12989.0
0,CO,202240,17280.0
0,CO,202241,15068.0
0,CO,202242,14492.0
0,CO,202243,31572.0
0,CO,202244,29015.0
0,CO,202245,23892.0
0,CO,202246,21081.0
0,CO,202247,33261.0
0,CO,202248,11657.0
0,CO,202249,15588.0
0,CO,202250,20465.0
0,CO,202251,16079.0
0,CO,202252,16149.0
0,CO,202301,15059.0
0,CO,202302,10803.0
0,CO,202303,9601.0
0,CR,202036,7273.0
0,CR,202037,8657.0
0,CR,202038,8174.0
0,CR,202039,8379.0
0,CR,202040,9657.0
0,CR,202041,17787.0
0,CR,202042,19865.0
0,CR,202043,44376.0
0,CR,202044,33039.0
0,CR,202045,32221.0
0,CR,202046,44328.0
0,CR,202047,38372.0
0,CR,202048,11013.0
0,CR,202049,11304.0
0,CR,202050,10823.0
0,CR,202051,10825.0
0,CR,202052,10726.0
0,CR,202101,8881.0
0,CR,202102,9744.0
0,CR,202103,7397.0
0,CR,202104,7833.0
0,CR,202105,7936.0
0,CR,202106,7644.0
0,CR,202107,7526.0
0,CR,202108,7608.0
0,CR,202109,6845.0
0,CR,202110,9136.0
0,CR,202111,15400.0
0,CR,202112,12037.0
0,CR,202113,8238.0
0,CR,202114,2870.0
0,CR,202115,6680.0
0,CR,202116,13476.0
0,CR,202117,9094.0
0,CR,202118,9239.0
0,CR,202119,8860.0
0,CR,202120,10802.0
0,CR,202121,13801.0
0,CR,202122,15042.0
0,CR,202123,12978.0
0,CR,202124,17595.0
0,CR,202125,11502.0
0,CR,202126,11436.0
0,CR,202127,14123.0
0,CR,202128,43427.0
0,CR,202129,13348.0
0,CR,202130,16383.0
0,CR,202131,12190.0
0,CR,202132,7670.0
0,CR,202133,9910.0
0,CR,202134,9053.0
0,CR,202135,11182.0
0,CR,202136,9242.0
0,CR,202137,17027.0
0,CR,202138,14192.0
0,CR,202139,10939.0
0,CR,202140,13482.0
0,CR,202141,28552.0
0,CR,202142,23535.0
0,CR,202143,48776.0
0,CR,202144,39976.0
0,CR,202145,33294.0
0,CR,202146,42293.0
0,CR,202147,46312.0
0,CR,202148,11331.0
0,CR,202149,11967.0
0,CR,202150,14107.0
0,CR,202151,13865.0
0,CR,202152,14758.0
0,CR,202201,13283.0
0,CR,202202,10577.0
0,CR,202203,10219.0
0,CR,202204,8577.0
0,CR,202205,9702.0
0,CR,202206,7812.0
0,CR,202207,7218.0
0,CR,202208,6881.0
0,CR,202209,10056.0
0,CR,202210,7573.0
0,CR,202211,9775.0
0,CR,202212,11225.0
0,CR,202213,8018.0
0,CR,202214,8826.0
0,CR,202215,8464.0
0,CR,202216,10563.0
0,CR,202217,8412.0
0,CR,202218,8702.0
0,CR,202219,8007.0
0,CR,202220,10345.0
0,CR,202221,18331.0
0,CR,202222,15145.0
0,CR,202223,13606.0
0,CR,202224,14062.0
0,CR,202225,9439.0
0,CR,202226,9791.0
0,CR,202227,11579.0
0,CR,202228,34612.0
0,CR,202229,19571.0
0,CR,202230,7492.0
0,CR,202231,21602.0
0,CR,202232,11736.0
0,CR,202233,6411.0
0,CR,202234,7515.0
0,CR,202235,9060.0
0,CR,202236,7920.0
0,CR,202237,17414.0
0,CR,202238,10444.0
0,CR,202239,10328.0
0,CR,202240,17648.0
0,CR,202241,28068.0
0,CR,202242,25759.0
0,CR,202243,43535.0
0,CR,202244,37778.0
0,CR,202245,33415.0
0,CR,202246,39140.0
0,CR,202247,48846.0
0,CR,202248,10629.0
0,CR,202249,12929.0
0,CR,202250,14983.0
0,CR,202251,11734.0
0,CR,202252,11060.0
0,CR,202301,11307.0
0,CR,202302,8740.0
0,CR,202303,8612.0
0,CW,202036,2047.0
0,CW,202037,2366.0
0,CW,202038,2331.0
0,CW,202039,2660.0
0,CW,202040,2279.0
0,CW,202041,5328.0
0,CW,202042,4182.0
0,CW,202043,6678.0
0,CW,202044,3671.0
0,CW,202045,2973.0
0,CW,202046,4594.0
0,CW,202047,6459.0
0,CW,202048,3206.0
0,CW,202049,2927.0
0,CW,202050,2064.0
0,CW,202051,2335.0
0,CW,202052,2976.0
0,CW,202101,2044.0
0,CW,202102,3366.0
0,CW,202103,2932.0
0,CW,202104,2102.0
0,CW,202105,1939.0
0,CW,202106,2264.0
0,CW,202107,1931.0
0,CW,202108,854.0
0,CW,202114,2789.0
0,CW,202115,2133.0
0,CW,202116,1719.0
0,CW,202117,4754.0
0,CW,202118,4006.0
0,CW,202119,1985.0
0,CW,202120,2203.0
0,CW,202121,3263.0
0,CW,202122,4593.0
0,CW,202123,3019.0
0,CW,202124,3423.0
0,CW,202125,2335.0
0,CW,202126,3442.0
0,CW,202127,2905.0
0,CW,202128,3822.0
0,CW,202129,2794.0
0,CW,202130,3962.0
0,CW,202131,3273.0
0,CW,202132,1998.0
0,CW,202133,1802.0
0,CW,202134,2327.0
0,CW,202135,2657.0
0,CW,202136,2570.0
0,CW,202137,2456.0
0,CW,202138,2177.0
0,CW,202139,3105.0
0,CW,202140,3032.0
0,CW,202141,4112.0
0,CW,202142,3325.0
0,CW,202143,7495.0
0,CW,202144,6103.0
0,CW,202145,3888.0
0,CW,202146,4330.0
0,CW,202147,7463.0
0,CW,202148,3752.0
0,CW,202149,2749.0
0,CW,202150,2655.0
0,CW,202151,4213.0
0,CW,202152,5792.0
0,CW,202201,5148.0
0,CW,202202,3118.0
0,CW,202203,3088.0
0,CW,202204,1746.0
0,CW,202205,2365.0
0,CW,202206,1641.0
0,CW,202207,1674.0
0,CW,202208,1930.0
0,CW,202209,2175.0
0,CW,202210,2070.0
0,CW,202211,1967.0
0,CW,202212,2125.0
0,CW,202213,9226.0
0,CW,202214,4707.0
0,CW,202215,2131.0
0,CW,202216,1276.0
0,CW,202217,2827.0
0,CW,202218,2095.0
0,CW,202219,1723.0
0,CW,202220,2117.0
0,CW,202221,5596.0
0,CW,202222,5648.0
0,CW,202223,4114.0
0,CW,202224,4018.0
0,CW,202225,2641.0
0,CW,202226,3104.0
0,CW,202227,3800.0
0,CW,202228,2635.0
0,CW,202229,1771.0
0,CW,202230,2119.0
0,CW,202231,4769.0
0,CW,202232,3253.0
0,CW,202233,1546.0
0,CW,202234,2176.0
0,CW,202235,2519.0
0,CW,202236,2475.0
0,CW,202237,2717.0
0,CW,202238,2081.0
0,CW,202239,3572.0
0,CW,202240,5154.0
0,CW,202241,5179.0
0,CW,202242,6592.0
0,CW,202243,8644.0
0,CW,202244,7148.0
0,CW,202245,4863.0
0,CW,202246,3427.0
0,CW,202247,8047.0
0,CW,202248,3858.0
0,CW,202249,4019.0
0,CW,202250,4346.0
0,CW,202251,2907.0
0,CW,202252,2875.0
0,CW,202301,2670.0
0,CW,202302,1952.0
0,CW,202303,3051.0
0,DO,202036,3468.0
0,DO,202037,3357.0
0,DO,202038,3440.0
0,DO,202039,3602.0
0,DO,202040,4020.0
0,DO,202041,7565.0
0,DO,202042,6309.0
0,DO,202043,12329.0
0,DO,202044,8902.0
0,DO,202045,8685.0
0,DO,202046,12186.0
0,DO,202047,10570.0
0,DO,202048,4869.0
0,DO,202049,3041.0
0,DO,202050,4251.0
0,DO,202051,5305.0
0,DO,202052,7715.0
0,DO,202101,5523.0
0,DO,202102,8222.0
0,DO,202103,4664.0
0,DO,202104,3411.0
0,DO,202105,3956.0
0,DO,202106,4657.0
0,DO,202107,3926.0
