"PTNR_REGIONAL_MASTER_CD","COUNTRY_CD","YEARWEEK","SALESLOCALCURRENCY"
0,AE,202036,4385435.309999685
0,AE,202037,3172696.8799997033
0,AE,202038,3809333.6399998437
0,AE,202039,9117040.240000777
0,AE,202040,6438150.240000758
0,AE,202041,5506009.969999955
0,AE,202042,3871482.809999699
0,AE,202043,10032946.950000111
0,AE,202044,8151925.09000029
0,AE,202045,6474376.030000826
0,AE,202046,6475658.770000018
0,AE,202047,7823822.700000975
0,AE,202048,8090957.890000349
0,AE,202049,11610111.540000366
0,AE,202050,8368635.910000683
0,AE,202051,6793342.480000473
0,AE,202052,9787656.790000724
0,AE,202101,6778767.530000411
0,AE,202102,3765182.9499999895
0,AE,202103,2670250.7999998694
0,AE,202104,3978973.3199999626
0,AE,202105,3873020.7499999767
0,AE,202106,3714848.519999766
0,AE,202107,4488338.779999863
0,AE,202108,8690346.220001658
0,AE,202109,9204042.860001693
0,AE,202110,7380599.740001173
0,AE,202111,2944511.890000041
0,AE,202112,4309596.420000025
0,AE,202113,8500865.020000303
0,AE,202114,7652219.220000466
0,AE,202115,4497764.100000522
0,AE,202116,3401731.7500004065
0,AE,202117,6103269.010000808
0,AE,202118,9871866.409999428
0,AE,202119,4209220.590000167
0,AE,202120,2800726.0700004036
0,AE,202121,8535920.18000052
0,AE,202122,8933584.790000666
0,AE,202123,8613023.430000452
0,AE,202124,8461218.370000336
0,AE,202125,6652838.19000022
0,AE,202126,7012346.540000323
0,AE,202127,3907016.0300000575
0,AE,202128,4406102.8000008715
0,AE,202129,4628649.850000925
0,AE,202130,7973773.8800004395
0,AE,202131,5199437.560000442
0,AE,202132,6804934.779999791
0,AE,202133,3939255.130000339
0,AE,202134,6022336.77000015
0,AE,202135,7787266.09000003
0,AE,202136,6666455.960000119
0,AE,202137,4392617.270000318
0,AE,202138,4873824.360001482
0,AE,202139,9140020.240000883
0,AE,202140,10123523.21000003
0,AE,202141,5623394.410000138
0,AE,202142,7478202.3100005
0,AE,202143,10484486.31000039
0,AE,202144,9381827.96000054
0,AE,202145,12084262.280000689
0,AE,202146,8918406.150000272
0,AE,202147,11309604.000000391
0,AE,202148,13072155.050000839
0,AE,202149,8869591.930001432
0,AE,202150,7882043.700001202
0,AE,202151,7056586.8700011065
0,AE,202152,8021969.000001119
0,AE,202201,5183674.370000287
0,AE,202202,4370099.680000074
0,AE,202203,4356748.240000306
0,AE,202204,5333626.240000213
0,AE,202205,7818217.480000864
0,AE,202206,6260580.200000384
0,AE,202207,5384857.110000556
0,AE,202208,9667757.340000328
0,AE,202209,11176791.499999994
0,AE,202210,4765487.54000048
0,AE,202211,3520581.4700003895
0,AE,202212,5127630.859999746
0,AE,202213,12077967.359999873
0,AE,202214,6647744.360000335
0,AE,202215,3875613.679999943
0,AE,202216,3943749.060000335
0,AE,202217,8825781.460000286
0,AE,202218,8258695.750000667
0,AE,202219,5444312.820000105
0,AE,202220,4792093.570000434
0,AE,202221,14414579.769998586
0,AE,202222,13283052.63999989
0,AE,202223,12221021.439999972
0,AE,202224,9310244.860000841
0,AE,202225,8662882.2400015
0,AE,202226,7078405.310000718
0,AE,202227,3988511.130000226
0,AE,202228,3538661.6500004334
0,AE,202229,3708090.2400007206
0,AE,202230,6316573.31000082
0,AE,202231,5707137.680000421
0,AE,202232,4703585.790000416
0,AE,202233,3546767.200000331
0,AE,202234,7409315.000000637
0,AE,202235,12645382.479999028
0,AE,202236,10366088.850000326
0,AE,202237,5043700.41000016
0,AE,202238,4127547.2200003653
0,AE,202239,5868201.850000532
0,AE,202240,8976860.030000899
0,AE,202241,9017850.530000633
0,AE,202242,7254425.809998124
0,AE,202243,10495578.860000478
0,AE,202244,13085091.320000457
0,AE,202245,13727633.000000052
0,AE,202246,11730071.989999399
0,AE,202247,10423840.669999652
0,AE,202248,12645567.139999054
0,AE,202249,14798846.030001624
0,AE,202250,11352314.139999395
0,AE,202251,10446492.869998377
0,AE,202252,9855538.849997446
0,AE,202301,7355292.869998451
0,AE,202302,5499527.42999904
0,AE,202303,5170607.329999501
0,AE,202304,1738.41
0,AE,202305,40164.929999999986
0,AE,202306,245.65
0,AT,202224,759.59
0,AT,202225,3810.97
0,AT,202226,5143.26
0,AT,202227,1064.9899999999998
0,AT,202228,2861.1899999999982
0,AT,202229,1205.819999999999
0,AT,202230,2166.4699999999993
0,AT,202231,2124.4300000000003
0,AT,202232,3289.2299999999996
0,AT,202233,2618.04
0,AT,202234,1669.8800000000006
0,AT,202235,5049.47
0,AT,202236,2814.69
0,AT,202237,7826.23
0,AT,202238,3818.4099999999967
0,AT,202239,2972.47
0,AT,202240,14591.150000000003
0,AT,202241,7893.320000000003
0,AT,202242,26910.509999999966
0,AT,202243,22387.77999999996
0,AT,202244,33853.770000000026
0,AT,202245,8725.779999999992
0,AT,202246,7359.709999999996
0,AT,202247,71693.12000000001
0,AT,202248,53245.789999999855
0,AT,202249,73697.76999999986
0,AT,202250,47605.090000000026
0,AT,202251,35970.219999999834
0,AT,202252,30668.439999999853
0,AT,202301,26754.48999999993
0,AT,202302,31728.94
0,AT,202303,24880.109999999935
0,AU,202013,190.82
0,AU,202036,176020.4699999988
0,AU,202037,331071.2600000017
0,AU,202038,170113.67999999796
0,AU,202039,332439.62999999983
0,AU,202040,479610.8799999961
0,AU,202041,581845.5399999914
0,AU,202042,480726.33999999607
0,AU,202043,822650.3100000008
0,AU,202044,568523.339999992
0,AU,202045,515521.34999999317
0,AU,202046,617589.9999999914
0,AU,202047,751950.3099999863
0,AU,202048,374297.2499999993
0,AU,202049,263381.1899999954
0,AU,202050,183754.03999999794
0,AU,202051,178671.63999999894
0,AU,202052,228276.75999999672
0,AU,202101,162134.22999999786
0,AU,202102,188112.91999999815
0,AU,202103,150685.42999999985
0,AU,202104,168386.1000000001
0,AU,202105,177707.40999999968
0,AU,202106,277967.75999999925
0,AU,202107,209713.10999999935
0,AU,202108,160115.83999999904
0,AU,202109,179206.81999999963
0,AU,202110,251706.10999999932
0,AU,202111,175355.2099999996
0,AU,202112,187275.51999999877
0,AU,202113,212466.6
0,AU,202114,256409.37000000264
0,AU,202115,185660.8399999978
0,AU,202116,164223.05999999872
0,AU,202117,124150.43000000031
0,AU,202118,115576.630000001
0,AU,202119,310718.4499999969
0,AU,202120,371957.5299999978
0,AU,202121,292896.8700000017
0,AU,202122,191082.5700000013
0,AU,202123,280998.2900000014
0,AU,202124,136449.56999999908
0,AU,202125,69785.56999999992
0,AU,202126,81791.59999999977
0,AU,202127,190246.3299999995
0,AU,202128,151400.5099999992
0,AU,202129,179981.83999999872
0,AU,202130,277168.8099999993
0,AU,202131,124480.17999999951
0,AU,202132,170109.0999999986
0,AU,202133,136216.7899999997
0,AU,202134,352587.3499999991
0,AU,202135,111859.63999999948
0,AU,202136,130865.8199999996
0,AU,202137,273567.4899999992
0,AU,202138,284600.9200000002
0,AU,202139,370009.8100000006
0,AU,202140,467105.8399999961
0,AU,202141,587278.2299999943
0,AU,202142,400785.0299999968
0,AU,202143,1062853.5400000021
0,AU,202144,920526.3499999869
0,AU,202145,675198.4800000004
0,AU,202146,720140.3800000001
0,AU,202147,780897.6600000093
0,AU,202148,766318.9500000061
0,AU,202149,611961.4799999947
0,AU,202150,466848.41999999434
0,AU,202151,444104.2599999964
0,AU,202152,308724.85999999905
0,AU,202201,226324.25000000003
0,AU,202202,212850.35999999888
0,AU,202203,225632.17999999953
0,AU,202204,223576.46999999927
0,AU,202205,287783.750000002
0,AU,202206,280965.0099999998
0,AU,202207,353933.4699999996
0,AU,202208,386050.31000000105
0,AU,202209,351047.5799999996
0,AU,202210,295584.21999999846
0,AU,202211,288277.21999999986
0,AU,202212,273943.60000000335
0,AU,202213,220854.14000000252
0,AU,202214,327153.6000000035
0,AU,202215,248812.6900000018
0,AU,202216,233435.34000000235
0,AU,202217,245543.9500000031
0,AU,202218,234701.51999999981
0,AU,202219,512738.2899999985
0,AU,202220,476628.39999999583
0,AU,202221,349515.03999999864
0,AU,202222,319706.11999999906
0,AU,202223,305241.359999999
0,AU,202224,247646.64999999918
0,AU,202225,229490.59999999922
0,AU,202226,184914.5999999994
0,AU,202227,159005.4900000003
0,AU,202228,219915.4499999992
0,AU,202229,258951.32999999818
0,AU,202230,299568.45
0,AU,202231,385883.809999998
0,AU,202232,298848.15999999875
0,AU,202233,445272.7100000009
0,AU,202234,363916.5899999968
0,AU,202235,353368.53999999515
0,AU,202236,427926.30999999517
0,AU,202237,488787.44000000303
0,AU,202238,372718.9400000023
0,AU,202239,571956.4899999981
0,AU,202240,578499.49
0,AU,202241,686224.8400000067
0,AU,202242,519520.87999999314
0,AU,202243,1179548.890000009
0,AU,202244,1025606.3799999894
0,AU,202245,721060.6899999902
0,AU,202246,762591.5699999935
0,AU,202247,1112842.5900000068
0,AU,202248,946716.0799999951
0,AU,202249,546194.6899999967
0,AU,202250,400284.8799999963
0,AU,202251,350964.59999999846
0,AU,202252,243996.5800000006
0,AU,202301,205948.8400000014
0,AU,202302,217835.46000000005
0,AU,202303,253641.17999999883
0,BE,202246,39215.390000000014
0,BE,202247,57504.16000000009
0,BE,202248,31342.020000000055
0,BE,202249,34852.29000000005
0,BE,202250,19896.720000000016
0,BE,202251,15708.110000000011
0,BE,202252,14670.700000000013
0,BE,202301,14789.920000000011
0,BE,202302,11793.919999999984
0,BE,202303,11966.279999999982
0,BH,202036,68594.18999999715
0,BH,202037,64737.90999999827
0,BH,202038,49112.97999999887
0,BH,202039,108003.51999999899
0,BH,202040,73833.13999999696
0,BH,202041,96407.7699999977
0,BH,202042,53845.449999997654
0,BH,202043,170217.99999999226
0,BH,202044,108771.42999999832
0,BH,202045,67355.65999999514
0,BH,202046,71628.08999999714
0,BH,202047,88874.50999999353
0,BH,202048,128051.93999999773
0,BH,202049,160399.35000000405
0,BH,202050,111316.16000000114
0,BH,202051,88465.39999999838
0,BH,202052,180744.88000000227
0,BH,202101,116182.6900000006
0,BH,202102,51798.94999999956
0,BH,202103,36225.200000000514
0,BH,202104,59718.34999999973
0,BH,202105,58951.97999999975
0,BH,202106,45628.95000000014
0,BH,202107,58240.69999999904
0,BH,202108,162538.90000000267
0,BH,202109,161191.0300000055
0,BH,202110,96740.24000000129
0,BH,202111,30318.290000000354
0,BH,202112,45730.810000000485
0,BH,202113,64099.33000000064
0,BH,202114,64530.43999999974
0,BH,202115,58715.710000000356
0,BH,202116,39690.40999999904
0,BH,202117,45259.420000000326
0,BH,202118,52182.160000000054
0,BH,202119,107144.46999999999
0,BH,202120,92941.11000000009
0,BH,202121,122723.74000000017
0,BH,202122,114899.9100000002
0,BH,202123,187767.89000000703
0,BH,202124,203007.70000000874
0,BH,202125,140694.56000000372
0,BH,202126,146454.4600000039
0,BH,202127,76089.09999999964
0,BH,202128,57321.270000000455
0,BH,202129,68584.10000000111
0,BH,202130,143852.55000000453
0,BH,202131,86728.76999999992
0,BH,202132,80129.72000000105
0,BH,202133,58587.3499999998
0,BH,202134,87684.01000000068
0,BH,202135,130645.97000000393
0,BH,202136,101623.13000000344
0,BH,202137,78682.21000000069
0,BH,202138,67359.79999999935
0,BH,202139,94729.94000000115
0,BH,202140,142642.3400000005
0,BH,202141,79591.6500000012
0,BH,202142,104687.64000000057
0,BH,202143,183446.92000000225
0,BH,202144,95002.86
0,BH,202145,132807.8400000027
0,BH,202146,117888.55000000173
0,BH,202147,152820.15000000218
0,BH,202148,232798.14999999953
0,BH,202149,144217.38999999984
0,BH,202150,122426.90000000087
0,BH,202151,103047.43999999994
0,BH,202152,116043.04000000027
0,BH,202201,61339.859999999644
0,BH,202202,41212.98000000039
0,BH,202203,38329.8900000002
0,BH,202204,57162.229999999654
0,BH,202205,60956.81000000012
0,BH,202206,47314.45000000014
0,BH,202207,55642.72000000092
0,BH,202208,165099.0100000035
0,BH,202209,141158.04000000254
0,BH,202210,36647.539999999484
0,BH,202211,35544.64000000023
0,BH,202212,52485.02999999973
0,BH,202213,144411.13000000123
0,BH,202214,67833.0999999992
0,BH,202215,41485.76000000052
0,BH,202216,41558.28999999971
0,BH,202217,91021.71000000028
0,BH,202218,84254.12999999925
0,BH,202219,71433.95999999966
0,BH,202220,44199.74999999982
0,BH,202221,267125.9699999987
0,BH,202222,187789.09999999843
0,BH,202223,166985.38000000006
0,BH,202224,160556.53000000078
0,BH,202225,159678.97000000035
0,BH,202226,106125.36000000004
0,BH,202227,47050.40999999954
0,BH,202228,36067.0099999995
0,BH,202229,47313.28999999994
0,BH,202230,108972.09999999974
0,BH,202231,66631.6499999992
0,BH,202232,58211.07999999973
0,BH,202233,36202.529999999664
0,BH,202234,113565.90000000203
0,BH,202235,182587.66000000355
0,BH,202236,139927.7900000027
0,BH,202237,53515.53000000088
0,BH,202238,44913.66000000063
0,BH,202239,56274.60999999972
0,BH,202240,95704.20000000147
0,BH,202241,48010.6999999998
0,BH,202242,83610.05000000144
0,BH,202243,136201.2800000041
0,BH,202244,173781.86000000424
0,BH,202245,128515.35999999785
0,BH,202246,113304.88999999921
0,BH,202247,95561.9099999987
0,BH,202248,137343.05999999717
0,BH,202249,181507.00000000026
0,BH,202250,146769.6999999956
0,BH,202251,137985.21999999834
0,BH,202252,136875.31999999986
0,BH,202301,81930.52000000059
0,BH,202302,46597.67000000039
0,BH,202303,44632.62000000079
0,CL,201948,24660619
0,CL,201949,90996807
0,CL,201950,87274765
0,CL,202036,96417017
0,CL,202037,111898460
0,CL,202038,116077011
0,CL,202039,101830132
0,CL,202040,195980289
0,CL,202041,122356112
0,CL,202042,134503219
0,CL,202043,243202472
0,CL,202044,153288225
0,CL,202045,212546261
0,CL,202046,234188529
0,CL,202047,166497357
0,CL,202048,127681813
0,CL,202049,199434954
0,CL,202050,111880935
0,CL,202051,126946156
0,CL,202052,130187841
0,CL,202101,116637048
0,CL,202102,110964829
0,CL,202103,100586792
0,CL,202104,112848055
0,CL,202105,122576156
0,CL,202106,95850095
0,CL,202107,107852914
0,CL,202108,86350573
0,CL,202109,54046972
0,CL,202110,67296407
0,CL,202111,123712693
0,CL,202112,53089682
0,CL,202113,116814731
0,CL,202114,111764921
0,CL,202115,130792825
0,CL,202116,121016519
0,CL,202117,138953184
0,CL,202118,404168763
0,CL,202119,106849032
0,CL,202120,69375139
0,CL,202121,71215128
0,CL,202122,127989899
0,CL,202123,132400279
0,CL,202124,115293679
0,CL,202125,145252718
0,CL,202126,171405582
0,CL,202127,167046799
0,CL,202128,133613701
0,CL,202129,126440795
0,CL,202130,124124627
0,CL,202131,143688378
0,CL,202132,144484940
0,CL,202133,125981540
0,CL,202134,130044743
0,CL,202135,129921558
0,CL,202136,297966071
0,CL,202137,127289722
0,CL,202138,116052192
0,CL,202139,153513710
0,CL,202140,161414715
0,CL,202141,203832551
0,CL,202142,217139732
0,CL,202143,389396060
0,CL,202144,422328757
0,CL,202145,299312588
0,CL,202146,370798918
0,CL,202147,331108184
0,CL,202148,230837382
0,CL,202149,487882789
0,CL,202150,163401701
0,CL,202151,165099396
0,CL,202152,169834608
0,CL,202201,168296579
0,CL,202202,171073839
0,CL,202203,158719220
0,CL,202204,164707100
0,CL,202205,175354835
0,CL,202206,156315709
0,CL,202207,146974428
0,CL,202208,152656814
0,CL,202209,160315282
0,CL,202210,157441112
0,CL,202211,200536883
0,CL,202212,162258103
0,CL,202213,186320585
0,CL,202214,255675277
0,CL,202215,178553676
0,CL,202216,157207696
0,CL,202217,151792078
0,CL,202218,331705323
0,CL,202219,184901805
0,CL,202220,154484419
0,CL,202221,147485673
0,CL,202222,193205326
0,CL,202223,219184839
0,CL,202224,217911386
0,CL,202225,220358573
0,CL,202226,209344694
0,CL,202227,212163842
0,CL,202228,187739836
0,CL,202229,179960229
0,CL,202230,182382687
0,CL,202231,203503318
0,CL,202232,165592521
0,CL,202233,163127732
0,CL,202234,143688211
0,CL,202235,195622814
0,CL,202236,354527622
0,CL,202237,160567722
0,CL,202238,142214639
0,CL,202239,249024890
0,CL,202240,185957370
0,CL,202241,165406314
0,CL,202242,195230833
0,CL,202243,366324476
0,CL,202244,404769443
0,CL,202245,327086126
0,CL,202246,415925792
0,CL,202247,588576386
0,CL,202248,218020517
0,CL,202249,212009988
0,CL,202250,222445110
0,CL,202251,243447166
0,CL,202252,242301690
0,CL,202301,206585991
0,CL,202302,194895201
0,CL,202303,183326247
0,CN,202129,31056.750000000015
0,CN,202130,135120.17000000013
0,CN,202131,123284.48000000016
0,CN,202132,116139.15000000011
0,CN,202133,92410.74000000005
0,CN,202134,154975.85000000044
0,CN,202135,144435.05000000042
0,CN,202136,154023.05000000022
0,CN,202137,94573.02000000003
0,CN,202138,127567.42999999995
0,CN,202139,130940.18000000005
0,CN,202140,112272.76999999999
0,CN,202141,108894.3000000001
0,CN,202142,72901.22000000002
0,CN,202143,89037.32000000007
0,CN,202144,114972.47000000015
0,CN,202145,65373.32000000003
0,CN,202146,70378.09
0,CN,202147,150298.15999999997
0,CN,202148,83221.04000000001
0,CN,202149,152753.28999999995
0,CN,202150,155345.7699999999
0,CN,202151,177833.89999999994
0,CN,202152,144046.02000000008
0,CN,202201,176714.92000000007
0,CN,202202,177069.05000000005
0,CN,202203,145770.84000000003
0,CN,202204,158376.1999999999
0,CN,202205,185348.90999999992
0,CN,202206,202107.13999999984
0,CN,202207,92204.92000000009
0,CN,202208,67114.40000000007
0,CN,202209,55782.45000000005
0,CN,202210,58418.81999999996
0,CN,202211,36981.75000000001
0,CN,202212,99384.64000000009
0,CN,202213,98123.64000000003
0,CN,202214,144024.25999999998
0,CN,202215,71848.63
0,CN,202216,81774.06000000004
0,CN,202217,74245.24000000008
0,CN,202218,129408.85999999996
0,CN,202219,145374.16000000003
0,CN,202220,164618.35000000006
0,CN,202221,136499.4500000001
0,CN,202222,129323.55000000009
0,CN,202223,252737.8300000004
0,CN,202224,204973.91000000035
0,CN,202225,193452.82999999984
0,CN,202226,178872.0199999999
0,CN,202227,219876.9499999997
0,CN,202228,170288.54999999984
0,CN,202229,203107.3299999995
0,CN,202230,181448.3200000001
0,CN,202231,157707.5
0,CN,202232,198197.7299999997
0,CN,202233,197253.56999999983
0,CN,202234,200968.64
0,CN,202235,223155.65000000008
0,CN,202236,311602.48999999964
0,CN,202237,179378.98999999996
0,CN,202238,209438.99000000014
0,CN,202239,220982.82999999955
0,CN,202240,229629.43999999986
0,CN,202241,243535.16999999958
0,CN,202242,236636.57999999926
0,CN,202243,193546.36999999944
0,CN,202244,227399.52
0,CN,202245,272926.3099999991
0,CN,202246,330678.3499999995
0,CN,202247,230285.03999999998
0,CN,202248,128605.04000000012
0,CN,202249,222580.96999999933
0,CN,202250,247845.15999999992
0,CN,202251,282222.8999999989
0,CN,202252,260699.3099999991
0,CN,202301,309975.8499999987
0,CN,202302,262177.51000000007
0,CN,202303,304820.83999999886
0,CN,202304,242231.93999999933
0,CN,202305,333590.39999999886
0,CN,202306,533168.82
0,CN,202307,259241.3599999997
0,CN,202308,228767.67999999976
0,CN,202309,251288.6100000001
0,CN,202310,310099.22999999917
0,CN,202311,266803.6399999986
0,CN,202312,305176.79999999935
0,CN,202313,295161.3299999994
0,CN,202314,336625.36999999883
0,CN,202315,287668.5099999993
0,CN,202316,343719.439999999
0,CN,202317,251552.9899999997
0,CN,202318,382763.6199999989
0,CN,202319,310107.1799999985
0,CN,202320,328514.0399999987
0,CN,202321,335002.66999999894
0,CN,202322,248000.17999999961
0,CN,202323,226962.54999999952
0,CN,202324,206494.86999999968
0,CN,202325,225628.51999999958
0,CN,202326,215472.6399999998
0,CN,202327,293332.9199999997
0,CN,202328,292562.2399999998
0,CN,202329,323664.88999999984
0,CN,202330,287391.6799999998
0,CN,202331,237690.75
0,CN,202332,305639.23999999906
0,CN,202333,298521.5699999999
0,CN,202334,289691.6199999994
0,CN,202335,428636.9199999999
0,CN,202336,437461.55000000104
0,CN,202337,441419.6299999999
0,CN,202338,384967.5399999999
0,CN,202339,362358.92999999935
0,CN,202340,423260.96000000054
0,CN,202341,391673.2000000001
0,CN,202342,279743.57999999984
0,CN,202343,299863.52999999933
0,CN,202344,291276.7799999996
0,CN,202345,318558.22000000003
0,CN,202346,822990.7299999988
0,CN,202347,344803.43
0,CN,202348,279315.3999999997
0,CN,202349,302140.0199999996
0,CN,202350,287918.89999999985
0,CN,202351,466160.8300000002
0,CN,202352,384007.70999999996
0,CN,202353,362218.5799999995
0,CN,202401,358620.1799999999
0,CN,202402,451533.54000000044
0,CN,202403,273486.7500000001
0,CN,202404,297608.9999999999
0,CN,202405,762623.0099999979
0,CN,202406,322732.98999999964
0,CN,202407,403001.3400000004
0,CN,202408,328297.27999999933
0,CN,202409,432363.47000000015
0,CN,202410,333947.21000000014
0,CN,202411,86086.56999999999
0,CO,202036,269664880.179999
0,CO,202037,340707602.0099992
0,CO,202038,274790818.1899988
0,CO,202039,238028226.40999871
0,CO,202040,286623563.7999979
0,CO,202041,421027511.5699975
0,CO,202042,453630042.35999644
0,CO,202043,732717381.6600273
0,CO,202044,815072013.1100277
0,CO,202045,610054020.5299993
0,CO,202046,766414256.4399898
0,CO,202047,690029000.4999939
0,CO,202048,223390588.9499997
0,CO,202049,273317121.5899981
0,CO,202050,196714111.47999904
0,CO,202051,344470311.19999874
0,CO,202052,373837315.9599995
0,CO,202101,311343361.6499992
0,CO,202102,264308509.90999898
0,CO,202103,258184412.94999984
0,CO,202104,260640924.28999984
0,CO,202105,259559732.2199999
0,CO,202106,318281776.6699996
0,CO,202107,269629313.6499997
0,CO,202108,293258297.67999804
0,CO,202109,207547066.1500002
0,CO,202110,138578810.8300017
0,CO,202111,251286182.7900006
0,CO,202112,180645739.14000052
0,CO,202113,163652077.82000026
0,CO,202114,262046045.71999672
0,CO,202115,268172918.1599966
0,CO,202116,306739118.0599975
0,CO,202117,269862914.8499949
0,CO,202118,244606822.13999945
0,CO,202119,330940357.7799995
0,CO,202120,347599136.69999844
0,CO,202121,392141649.93999404
0,CO,202122,368743605.3899976
0,CO,202123,425976558.67999697
0,CO,202124,384650560.5799972
0,CO,202125,306892076.05999815
0,CO,202126,285995567.079999
0,CO,202127,288052426.459998
0,CO,202128,372455331.14999604
0,CO,202129,308968927.47999996
0,CO,202130,553607816.0899956
0,CO,202131,313259285.4399984
0,CO,202132,240592008.68000048
0,CO,202133,330939253.4799944
0,CO,202134,300059399.0899974
0,CO,202135,390453523.1400037
0,CO,202136,305884287.7399998
0,CO,202137,381531965.989992
0,CO,202138,343310823.1899936
0,CO,202139,465510737.3199928
0,CO,202140,453482198.59999615
0,CO,202141,467990212.75998974
0,CO,202142,517270677.6399855
0,CO,202143,1044475540.4600307
0,CO,202144,1004631853.8300164
0,CO,202145,859632421.7299821
0,CO,202146,1056253709.9099807
0,CO,202147,1274343621.3299932
0,CO,202148,426133114.7999927
0,CO,202149,472112079.2099942
0,CO,202150,569560504.2699865
0,CO,202151,564803311.6399862
0,CO,202152,584853260.3399819
0,CO,202201,593215683.9799819
0,CO,202202,438850205.12999165
0,CO,202203,383224630.6599922
0,CO,202204,355117109.2200006
0,CO,202205,340637352.11999786
0,CO,202206,404716455.71999943
0,CO,202207,318241026.2900012
0,CO,202208,340353452.2899987
0,CO,202209,360681581.0500014
0,CO,202210,351565408.5000011
0,CO,202211,450284625.5700037
0,CO,202212,326776758.8699999
0,CO,202213,390718711.0599966
0,CO,202214,653140713.3499974
0,CO,202215,391288846.07000136
0,CO,202216,385719278.93000317
0,CO,202217,427404849.7999973
0,CO,202218,430733706.91999954
0,CO,202219,363339971.48
0,CO,202220,524632159.06000113
0,CO,202221,772231475.5099953
0,CO,202222,604537264.3499955
0,CO,202223,598016934.7799993
0,CO,202224,611431122.5400003
0,CO,202225,495122667.17000294
0,CO,202226,405605030.750002
0,CO,202227,504922219.49000084
0,CO,202228,491233744.43000424
0,CO,202229,437204668.45000297
0,CO,202230,343724471.3300014
0,CO,202231,1016663527.0499971
0,CO,202232,549037282.4100007
0,CO,202233,434708721.5499996
0,CO,202234,379779830.3699991
0,CO,202235,464562183.17000324
0,CO,202236,391925811.880001
0,CO,202237,500355354.79000306
0,CO,202238,400906657.3500025
0,CO,202239,553711857.0500041
0,CO,202240,634880353.5800033
0,CO,202241,647068315.8000007
0,CO,202242,639912077.0600016
0,CO,202243,1359879098.1499376
0,CO,202244,1306054099.6399739
0,CO,202245,1285463700.949969
0,CO,202246,1058232655.579988
0,CO,202247,1814862283.2400026
0,CO,202248,578197672.2599975
0,CO,202249,610737366.1699991
0,CO,202250,776978094.6899943
0,CO,202251,648385841.9799967
0,CO,202252,632749228.4700017
0,CO,202301,572706293.0500004
0,CO,202302,462863721.7600006
0,CO,202303,447264135.669998
0,CR,202036,37331768
0,CR,202037,44766121.20999999
0,CR,202038,42580540.20000001
0,CR,202039,44931627
0,CR,202040,50868788.06
0,CR,202041,82976091.83
0,CR,202042,102954369.75
0,CR,202043,225343894.18000004
0,CR,202044,170018975.12
0,CR,202045,184676209.04000002
0,CR,202046,244634449.93
0,CR,202047,225681770.31
0,CR,202048,58339918
0,CR,202049,55637085.13
0,CR,202050,52342077.84
0,CR,202051,51254276.39
0,CR,202052,50649094.980000004
0,CR,202101,43598004.4
0,CR,202102,50912076.63
0,CR,202103,39908411.489999995
0,CR,202104,41483140.29
0,CR,202105,42257430
0,CR,202106,41948933
0,CR,202107,43090413.019999996
0,CR,202108,42775971.19
0,CR,202109,38133267.120000005
0,CR,202110,48477565.23
0,CR,202111,68693057.84
0,CR,202112,58197788.39999999
0,CR,202113,42603058
0,CR,202114,13060457
0,CR,202115,36161001
0,CR,202116,65765037.97
0,CR,202117,49182482.769999996
0,CR,202118,53493206
0,CR,202119,47591538.18
0,CR,202120,60249463.620000005
0,CR,202121,68581108.77
0,CR,202122,73322831.05
0,CR,202123,62420247.33
0,CR,202124,78269824
0,CR,202125,54081982.94
0,CR,202126,61856719.3
0,CR,202127,78499737.71
0,CR,202128,212318136
0,CR,202129,70089403
0,CR,202130,78093699.44
0,CR,202131,61556631.57000001
0,CR,202132,44624439.66
0,CR,202133,54834738
0,CR,202134,47915631.839999996
0,CR,202135,61565867.36
0,CR,202136,52827912
0,CR,202137,69033059.1
0,CR,202138,64195234.760000005
0,CR,202139,61179431.29
0,CR,202140,72814298.46000001
0,CR,202141,139434675.62
0,CR,202142,125853366.52
0,CR,202143,264045673.71999994
0,CR,202144,225267834
0,CR,202145,207579142.22
0,CR,202146,266534642.85999998
0,CR,202147,326622368.14
0,CR,202148,68553289.73000002
0,CR,202149,63727686.660000004
0,CR,202150,66635897
0,CR,202151,65777672.38
0,CR,202152,64652673.92
0,CR,202201,63994788.11000001
0,CR,202202,56891499.46000001
0,CR,202203,59285009
0,CR,202204,49737697
0,CR,202205,52585574.65000001
0,CR,202206,47287957.379999995
0,CR,202207,46828385.86
0,CR,202208,44445291
0,CR,202209,59751439
0,CR,202210,48005395.32000001
0,CR,202211,54221593.96
0,CR,202212,65126161.06
0,CR,202213,53523036.519999996
0,CR,202214,56323144
0,CR,202215,53363479
0,CR,202216,66403586.999999985
0,CR,202217,57384161
0,CR,202218,58109527
0,CR,202219,55425486
0,CR,202220,74750563.75999999
0,CR,202221,99287282.83999999
0,CR,202222,84161939.47999999
0,CR,202223,78008291.49
0,CR,202224,79727654.93
0,CR,202225,61406064.04000001
0,CR,202226,65560970.31999999
0,CR,202227,79644739.99000001
0,CR,202228,203206998.83999997
0,CR,202229,122401823.02
0,CR,202230,51236026.489999995
0,CR,202231,117424193
0,CR,202232,70801180.8
0,CR,202233,45994911.9
0,CR,202234,53652007.82
0,CR,202235,64608349
0,CR,202236,57237971.230000004
0,CR,202237,85247359.74
0,CR,202238,62499326.16
0,CR,202239,69152032.91000001
0,CR,202240,97224146.59
0,CR,202241,158450291.02
