    "COUNTRY_CD","YEARWEEK","TOTAL_SALES"
AM,202106,131.67999999999998
AM,202107,131.67999999999998
AM,202108,131.67999999999998
AM,202109,131.67999999999998
AM,202110,152.1
AM,202111,152.1
AM,202112,152.1
AM,202113,152.1
AM,202114,457.89000000000004
AM,202115,457.89000000000004
AM,202116,457.89000000000004
AM,202117,457.89000000000004
AM,202118,505.60999999999996
AM,202119,162.35000000000002
AM,202120,393.31999999999994
AM,202121,1033.2200000000003
AM,202122,1114.66
AM,202123,755.79
AM,202124,755.79
AM,202125,755.79
AM,202126,755.79
AM,202127,322.03000000000003
AM,202128,285.51000000000005
AM,202129,285.51000000000005
AM,202130,322.03000000000003
AM,202131,799.5400000000001
AM,202132,799.5400000000001
AM,202133,799.5400000000001
AM,202134,799.5400000000001
AM,202135,799.5400000000001
AM,202136,442.15
AM,202137,442.15
AM,202138,442.15
AM,202139,442.15
AM,202140,26.97
AM,202141,497.56000000000006
AM,202142,459.92
AM,202143,233.58
AM,202144,399.37
AM,202145,344.28000000000003
AM,202146,1026.25
AM,202147,470.22
AM,202148,219.73000000000002
AM,202149,622.79
AM,202150,58.25
AM,202151,115.80000000000001
AM,202152,74.58
AM,202202,204.79000000000002
AM,202203,245.76
AM,202204,230.17000000000002
AM,202205,41.15
AM,202206,33.32
AM,202207,364.57000000000005
AM,202212,100.65
AM,202213,67.09
AM,202214,136.49
AM,202215,167.52
AM,202216,48.22
AM,202217,64.62
AM,202218,19.29
AM,202219,253.09
AM,202221,173.64
AM,202222,76.41
AM,202224,1318.3899999999999
AM,202225,437.2
AM,202226,360.28
AM,202227,28.62
AM,202230,2515.79
AM,202231,855.44
AM,202232,330.41999999999996
AM,202233,348.79
AM,202234,1697.25
AM,202235,1724.6800000000003
AM,202236,445.95
AM,202237,365.39
AM,202238,1803.0900000000001
AM,202239,380.3
AM,202240,2947.3399999999997
AM,202241,1828.06
AM,202242,983.1700000000002
AM,202243,1187.9199999999998
AM,202244,861.8199999999999
AM,202245,2866.63
AM,202246,3131.8100000000004
AM,202247,2666.3000000000006
AM,202248,2433.0
AM,202249,4605.42
AM,202250,1725.5799999999997
AM,202251,922.53
AM,202252,958.1600000000001
AM,202301,1382.1999999999998
AM,202302,783.09
AM,202303,713.83
AM,202304,343.44
AM,202305,344.39
AM,202306,4078.4299999999994
AM,202307,3873.5200000000004
AM,202308,4160.75
AM,202309,2733.71
AM,202310,3505.56
AM,202311,5046.230000000002
AM,202312,4968.600000000001
AM,202313,3509.1900000000014
AM,202314,3140.55
AM,202315,2797.39
AM,202316,1349.09
AM,202317,1485.6000000000001
AM,202318,744.6700000000001
AM,202319,553.27
AM,202320,868.6100000000001
AM,202321,2564.18
AM,202322,4482.72
AM,202323,3250.4800000000005
AM,202324,3539.5199999999995
AM,202325,6259.909999999999
AM,202326,5399.45
AM,202327,6750.590000000001
AM,202328,6282.18
AM,202329,4238.200000000001
AM,202330,4612.150000000001
AM,202331,3949.8799999999997
AM,202332,4107.120000000001
AM,202333,5386.9400000000005
AM,202334,5021.28
AM,202335,4220.15
AM,202336,3347.6499999999996
AM,202337,3919.7899999999995
AM,202338,3818.4799999999996
AM,202339,2179.48
AM,202340,3366.5199999999995
AM,202341,3664.97
AM,202342,2588.4400000000005
AM,202343,4249.4800000000005
AM,202344,3909.310000000001
AM,202345,3480.479999999999
AM,202346,3194.71
AM,202347,4444.59
AM,202348,3651.1699999999996
AM,202349,7314.54
AM,202350,5518.6
AM,202351,3641.54
AM,202352,3216.58
AM,202353,3119.37
AM,202401,2922.8700000000003
AM,202402,3161.87
AM,202403,4008.6700000000005
AM,202404,2956.54
AM,202405,4820.98
AM,202406,3541.2899999999995
AM,202407,4479.5700000000015
AM,202408,3918.7500000000005
AM,202409,2189.4700000000003
AN,201749,56365.84
AN,201750,60312.28999999999
AN,201751,53695.09
AN,201752,52817.84
AN,201753,49470.54
AN,201801,46960.380000000005
AN,201802,41161.48
AN,201803,40903.58
AN,201804,45475.880000000005
AN,201805,52968.880000000005
AN,201806,42914.20000000002
AN,201807,60132.65000000007
AN,201808,56528.31000000005
AN,201809,56080.990000000005
AN,201810,48008.94000000002
AN,201811,54683.540000000045
AN,201812,92644.4299999999
AN,201813,51359.91000000009
AN,201814,51621.61000000006
AN,201815,42264.18000000002
AN,201816,37759.02000000002
AN,201817,41629.970000000045
AN,201818,36252.43000000001
AN,201819,35672.35000000002
AN,201820,49792.44999999975
AN,201821,51736.76000000011
AN,201822,71276.54000000101
AN,201823,46688.96000000004
AN,201824,37746.03999999998
AN,201825,37911.87999999996
AN,201826,36162.650000000016
AN,201827,34106.46999999999
AN,201828,32718.72
AN,201829,31928.830000000005
AN,201830,33720.28000000001
AN,201831,35991.65
AN,201832,31512.410000000025
AN,201833,34886.55000000013
AN,201834,33745.12000000004
AN,201835,43463.25000000003
AN,201836,44661.84000000025
AN,201837,44660.29999999998
AN,201838,43725.42999999999
AN,201839,41012.009999999995
AN,201840,57480.699999999975
AN,201841,65672.01999999993
AN,201842,104582.27000000003
AN,201843,57128.150000000096
AN,201844,61680.580000000075
AN,201845,67515.43000000017
AN,201846,82522.17000000027
AN,201847,95268.53000000001
AN,201848,72386.69000000012
AN,201849,67187.02000000009
AN,201850,82004.84000000008
AN,201851,82460.25000000015
AN,201852,53638.93000000004
AN,201901,49621.19
AN,201902,58737.00999999989
AN,201903,46469.60999999993
AN,201904,48300.400000000045
AN,201905,35351.83999999998
AN,201906,34790.589999999975
AN,201907,37825.82999999997
AN,201908,38443.06999999996
AN,201909,31239.379999999976
AN,201910,40276.94999999999
AN,201911,35225.54999999996
AN,201912,62394.469999999994
AN,201913,33104.21999999998
AN,201914,42654.46999999999
AN,201915,34362.36999999999
AN,201916,32792.54999999998
AN,201917,29491.039999999986
AN,201918,26510.479999999985
AN,201919,27619.319999999985
AN,201920,33587.539999999964
AN,201921,40149.49000000002
AN,201922,57895.86000000001
AN,201923,50045.35000000001
AN,201924,46863.84000000001
AN,201925,57863.98999999998
AN,201926,64591.16
AN,201927,40799.73000000001
AN,201928,40930.52000000002
AN,201929,35518.090000000026
AN,201930,47821.460000000036
AN,201931,35581.99000000002
AN,201932,32235.960000000014
AN,201933,32685.250000000015
AN,201934,35857.7
AN,201935,34417.13000000002
AN,201936,56385.83999999997
AN,201937,45965.879999999976
AN,201938,41628.79999999999
AN,201939,46373.40999999993
AN,201940,43271.58000000005
AN,201941,47037.44
AN,201942,51957.59999999993
AN,201943,88432.13999999996
AN,201944,54086.49
AN,201945,53138.100000000195
AN,201946,74793.42000000001
AN,201947,86325.06000000003
AN,201948,62313.43999999984
AN,201949,45248.01999999994
AN,201950,56409.17999999996
AN,201951,49692.13999999992
AN,201952,46571.459999999934
AN,202001,35079.99
AN,202002,45509.919999999984
AN,202003,29862.490000000013
AN,202004,44633.51999999991
AN,202005,32919.23999999999
AN,202006,26852.319999999956
AN,202007,8931.289999999999
AN,202008,4853.8899999999985
AN,202009,4853.879999999998
AN,202010,0.01
AN,202011,0.01
AN,202012,0.01
AN,202013,0.01
AN,202014,6969.519999999997
AN,202015,20190.85
AN,202016,10685.410000000022
AN,202017,32413.789999999834
AN,202018,14023.18
AN,202019,8656.04999999999
AN,202020,10236.59999999999
AN,202021,9572.220000000005
AN,202022,34547.72000000002
AN,202023,18174.50000000001
AN,202024,14329.370000000035
AN,202025,17919.109999999993
AN,202026,17938.910000000018
AN,202027,18023.55
AN,202028,15452.530000000012
AN,202029,11275.62000000001
AN,202030,16785.990000000005
AN,202031,15837.469999999998
AN,202032,7952.869999999998
AN,202033,6573.439999999999
AN,202034,9847.89999999999
AN,202035,11495.289999999997
AN,202036,27884.879999999972
AN,202037,24972.930000000008
AN,202038,26103.350000000006
AN,202039,38969.680000000015
AN,202040,16811.150000000016
AN,202041,13499.929999999997
AN,202042,14627.130000000012
AN,202043,45115.71000000004
AN,202044,20054.480000000047
AN,202045,16055.640000000003
AN,202046,20922.380000000012
AN,202047,44130.970000000016
AN,202048,28790.51999999991
AN,202049,15523.260000000007
AN,202050,14117.489999999989
AN,202051,11839.079999999994
AN,202052,12135.789999999999
AN,202101,12796.380000000012
AN,202102,24247.100000000024
AN,202103,15240.820000000014
AN,202104,11638.579999999998
AN,202105,15901.140000000003
AN,202106,11786.2
AN,202107,11220.869999999997
AN,202108,3416.980000000003
AN,202109,0.01
AN,202110,0.01
AN,202111,826.0
AN,202112,2732.4100000000008
AN,202113,2634.0
AN,202114,34604.19999999998
AN,202115,15347.170000000002
AN,202116,10596.139999999996
AN,202117,33706.379999999976
AN,202118,22132.839999999967
AN,202119,12970.580000000004
AN,202120,16577.30000000001
AN,202121,17498.980000000007
AN,202122,32235.049999999967
AN,202123,37047.459999999955
AN,202124,16079.99000000001
AN,202125,20373.750000000022
AN,202126,23162.16
AN,202127,22738.020000000015
AN,202128,25667.14
AN,202129,23481.05000000001
AN,202130,29256.69999999999
AN,202131,26803.93000000004
AN,202132,16696.770000000026
AN,202133,16294.830000000007
AN,202134,16340.030000000012
AN,202135,17673.710000000046
AN,202136,14841.560000000003
AN,202137,16814.17000000001
AN,202138,16403.769999999975
AN,202139,38248.43000000005
AN,202140,29752.310000000052
AN,202141,24142.87000000002
AN,202142,20990.35
AN,202143,60924.51000000005
AN,202144,34454.16999999997
AN,202145,30728.380000000016
AN,202146,35192.490000000034
AN,202147,58032.25000000001
AN,202148,42631.94000000007
AN,202149,27487.14000000001
AN,202150,18190.859999999997
AN,202151,20009.819999999996
AN,202152,16770.379999999997
AN,202201,24817.990000000016
AN,202202,21331.569999999992
AN,202203,36322.369999999995
AN,202204,24377.370000000017
AN,202205,36470.70000000002
AN,202206,18527.879999999994
AN,202207,26226.09999999999
AN,202208,15784.109999999986
AN,202209,36349.84999999998
AN,202210,12142.919999999978
AN,202211,15126.140000000014
AN,202212,15893.509999999986
AN,202213,58868.09999999996
AN,202214,39323.04
AN,202215,20723.84999999999
AN,202216,11710.969999999998
AN,202217,17385.719999999994
AN,202218,19599.83999999998
AN,202219,17449.609999999986
AN,202220,19145.239999999994
AN,202221,17890.369999999988
AN,202222,21541.82999999999
AN,202223,18918.659999999985
AN,202224,19855.269999999982
AN,202225,28230.629999999986
AN,202226,28500.70999999999
AN,202227,22693.29999999997
AN,202228,27496.209999999992
AN,202229,22382.289999999994
AN,202230,20054.529999999995
AN,202231,25502.159999999996
AN,202232,19581.64999999998
AN,202233,16086.329999999965
AN,202234,18763.710000000003
AN,202235,18385.869999999995
AN,202236,24742.379999999976
AN,202237,20106.70999999999
AN,202238,18313.069999999992
AN,202239,43856.529999999984
AN,202240,40427.14
AN,202241,27809.35
AN,202242,29551.659999999963
AN,202243,60711.63000000008
AN,202244,34000.07999999995
AN,202245,27526.619999999944
AN,202246,45197.95999999989
AN,202247,67553.70999999979
AN,202248,51639.95999999985
AN,202249,32551.50999999998
AN,202250,22689.389999999945
AN,202251,27338.629999999965
AN,202252,32482.819999999938
AN,202301,36743.95999999995
AN,202302,28392.680000000015
AN,202303,42695.26999999996
AN,202304,27877.689999999948
AN,202305,30473.579999999987
AN,202306,31793.089999999946
AN,202307,28355.899999999947
AN,202308,21216.30000000001
AN,202309,26607.999999999985
AN,202310,24138.029999999988
AN,202311,32984.86
AN,202312,23983.900000000016
AN,202313,73742.34000000001
AN,202314,23776.639999999978
AN,202315,32442.529999999984
AN,202316,22846.889999999996
AN,202317,17778.590000000004
AN,202318,20722.63999999997
AN,202319,18008.730000000032
AN,202320,18036.480000000003
AN,202321,24398.659999999967
AN,202322,28472.859999999888
AN,202323,29734.139999999985
AN,202324,29709.47999999997
AN,202325,32470.539999999928
AN,202326,33579.42
AN,202327,36879.27999999991
AN,202328,23436.3599999999
AN,202329,23286.36999999994
AN,202330,25194.45999999994
AN,202331,25054.939999999973
AN,202332,25545.689999999984
AN,202333,19052.919999999947
AN,202334,18563.929999999997
AN,202335,22523.89
AN,202336,22396.070000000018
AN,202337,22741.770000000022
AN,202338,18086.499999999996
AN,202339,54106.49999999999
AN,202340,43670.76999999989
AN,202341,36121.75999999995
AN,202342,26143.049999999952
AN,202343,58421.119999999595
AN,202344,45671.539999999986
AN,202345,39627.44000000002
AN,202346,34411.26999999999
AN,202347,96709.80999999987
AN,202348,62396.609999999775
AN,202349,41733.56
AN,202350,30646.579999999998
AN,202351,46538.26000000007
AN,202352,31140.600000000002
AN,202353,26166.650000000027
AN,202401,27405.280000000006
AN,202402,33414.39999999986
AN,202403,23122.850000000006
AN,202404,33402.969999999965
AN,202405,24926.239999999994
AN,202406,30372.519999999957
AN,202407,28327.14
AN,202408,33146.57000000001
AN,202409,26373.049999999923
AN,202410,7153.710000000004
AN,202411,1582.3399999999997
AR,201749,263513.96000000025
AR,201750,266527.84000000067
AR,201751,284926.9500000006
AR,201752,263518.3700000004
AR,201753,253391.2300000003
AR,201801,286683.6900000003
AR,201802,268569.6000000001
AR,201803,252968.7
AR,201804,240671.85000000027
AR,201805,227746.37000000002
AR,201806,239439.88999999993
AR,201807,249452.83000000005
AR,201808,284322.9799999999
AR,201809,255871.19000000015
AR,201810,241396.1500000002
AR,201811,245290.9900000001
AR,201812,247788.7099999999
AR,201813,241495.70999999976
AR,201814,212308.9900000002
AR,201815,215114.86999999988
AR,201816,223457.99999999994
AR,201817,213041.2500000001
AR,201818,198616.74000000028
AR,201819,195094.3099999998
AR,201820,189732.04000000015
AR,201821,174063.37000000008
AR,201822,225446.28000000023
AR,201823,245112.14000000022
AR,201824,352621.88999999996
AR,201825,286538.4199999999
AR,201826,210229.39000000063
AR,201827,181148.78000000014
AR,201828,188401.62000000087
AR,201829,195497.03000000195
AR,201830,201905.14000000144
AR,201831,210544.62999999974
AR,201832,158235.86000000013
AR,201833,179443.00000000006
AR,201834,173133.43999999948
AR,201835,159093.22999999934
AR,201836,229825.33999999924
AR,201837,233535.02999999764
AR,201838,272170.7199999982
AR,201839,235232.25000000044
AR,201840,210693.23000000045
AR,201841,242131.23999999987
AR,201842,256165.48999999996
AR,201843,208136.5199999998
AR,201844,220379.099999999
AR,201845,199229.09999999905
AR,201846,227077.62999999902
AR,201847,199389.79999999926
AR,201848,281334.3900000001
AR,201849,261834.99999999691
AR,201850,243179.55999999793
AR,201851,244184.04999999827
AR,201852,176397.46999999942
AR,201901,162357.62999999966
AR,201902,163387.8800000001
AR,201903,132811.27999999977
AR,201904,155947.9299999998
AR,201905,206557.9699999993
AR,201906,144356.28000000017
AR,201907,155450.94999999998
AR,201908,149069.8700000002
AR,201909,138416.0300000001
AR,201910,135958.16000000024
AR,201911,166551.09000000035
AR,201912,147775.05000000002
AR,201913,177394.4900000006
AR,201914,177786.95999999938
AR,201915,142765.8600000003
AR,201916,141489.51000000018
AR,201917,130354.8999999997
AR,201918,90313.97999999984
AR,201919,168031.52999999994
AR,201920,165380.4200000002
AR,201921,154271.99999999974
AR,201922,139361.38999999932
AR,201923,149002.01999999987
AR,201924,173856.18000000002
AR,201925,202096.76999999996
AR,201926,164505.00999999995
AR,201927,135786.10000000006
AR,201928,131936.78000000012
AR,201929,150731.4099999998
AR,201930,129082.17000000046
AR,201931,131500.45000000022
AR,201932,159367.80000000042
AR,201933,178925.60999999975
AR,201934,171715.60999999984
AR,201935,159742.92000000027
