"PTNR_REGIONAL_MASTER_CD","COUNTRY_CD","YEARWEEK","TOTAL_SALES"
0,SG,202227,339503.8199999998
0,SG,202228,412656.6899999984
0,SG,202229,366771.4599999921
0,SG,202230,422394.72999998974
0,SG,202231,498807.1899999839
0,SG,202232,331837.29999999964
0,SG,202233,430962.57999999577
0,SG,202234,312461.65999999817
0,SG,202235,314561.8000000037
0,SG,202236,393468.2299999971
0,SG,202237,436548.1700000049
0,SG,202238,344956.45999999123
0,SG,202239,397674.30999999814
0,SG,202240,508857.99999999657
0,SG,202241,677040.6400000219
0,SG,202242,491244.8099999959
0,SG,202243,958296.590000012
0,SG,202244,917168.3700000232
0,SG,202245,724040.170000012
0,SG,202246,836798.990000017
0,SG,202247,1098964.8000000035
0,SG,202248,930382.2200000143
0,SG,202249,456573.2200000048
0,SG,202250,371098.620000005
0,SG,202251,300098.3000000011
0,SG,202252,341326.81000000716
0,SG,202301,240902.0200000023
0,SG,202302,224088.67000000144
0,SG,202303,245761.44999999786
0,SV,202036,22188.349999999937
0,SV,202037,23179.93
0,SV,202038,20645.05999999999
0,SV,202039,19507.099999999977
0,SV,202040,19623.619999999974
0,SV,202041,20416.179999999993
0,SV,202042,18164.18999999999
0,SV,202043,125274.98999999995
0,SV,202044,62261.809999999765
0,SV,202045,79388.18999999997
0,SV,202046,99276.62000000021
0,SV,202047,78802.89000000007
0,SV,202048,42061.54000000007
0,SV,202049,39930.5600000002
0,SV,202050,26494.520000000157
0,SV,202051,20094.390000000032
0,SV,202052,17734.09000000002
0,SV,202101,12344.559999999987
0,SV,202102,35877.24
0,SV,202103,30758.39000000007
0,SV,202104,24185.310000000023
0,SV,202105,25089.84000000001
0,SV,202106,41811.65000000006
0,SV,202107,36860.38
0,SV,202108,26816.650000000056
0,SV,202109,26809.320000000007
0,SV,202110,25112.450000000023
0,SV,202111,40394.62999999999
0,SV,202112,32004.770000000026
0,SV,202113,33605.950000000084
0,SV,202114,46718.91999999997
0,SV,202115,40525.79
0,SV,202116,25299.08999999999
0,SV,202117,30628.219999999965
0,SV,202118,28631.509999999995
0,SV,202119,27233.36
0,SV,202120,35342.10999999984
0,SV,202121,58110.280000000166
0,SV,202122,45059.350000000144
0,SV,202123,34924.610000000066
0,SV,202124,34251.72000000004
0,SV,202125,26240.400000000016
0,SV,202126,25257.64
0,SV,202127,30567.379999999976
0,SV,202128,36696.81999999996
0,SV,202129,32152.269999999968
0,SV,202130,71219.09000000008
0,SV,202131,46814.86000000004
0,SV,202132,23092.200000000008
0,SV,202133,38970.96999999988
0,SV,202134,28399.100000000013
0,SV,202135,43040.48000000014
0,SV,202136,30879.10000000008
0,SV,202137,32935.98000000002
0,SV,202138,31631.220000000063
0,SV,202139,46552.450000000026
0,SV,202140,61927.61000000011
0,SV,202141,56218.54000000005
0,SV,202142,52685.20000000019
0,SV,202143,105211.55000000047
0,SV,202144,73121.05999999998
0,SV,202145,76403.47000000009
0,SV,202146,110095.79000000012
0,SV,202147,115095.53999999966
0,SV,202148,58023.35999999999
0,SV,202149,47190.2100000001
0,SV,202150,48160.00000000025
0,SV,202151,42861.25000000011
0,SV,202152,38409.29000000003
0,SV,202201,45899.28000000004
0,SV,202202,39655.38999999997
0,SV,202203,40199.21999999997
0,SV,202204,26287.54999999996
0,SV,202205,33898.00000000003
0,SV,202206,29919.200000000008
0,SV,202207,25566.97000000001
0,SV,202208,32468.570000000054
0,SV,202209,29916.120000000028
0,SV,202210,30175.350000000035
0,SV,202211,40921.54999999999
0,SV,202212,31078.820000000043
0,SV,202213,36411.100000000006
0,SV,202214,44335.50999999993
0,SV,202215,53101.440000000046
0,SV,202216,30722.080000000038
0,SV,202217,32524.680000000026
0,SV,202218,32083.79000000003
0,SV,202219,29543.98000000001
0,SV,202220,34624.11
0,SV,202221,86372.41000000018
0,SV,202222,56682.669999999955
0,SV,202223,39795.55999999998
0,SV,202224,50859.55999999997
0,SV,202225,34008.920000000006
0,SV,202226,34646.86999999998
0,SV,202227,48704.53999999998
0,SV,202228,28224.050000000017
0,SV,202229,28995.24000000004
0,SV,202230,28319.000000000065
0,SV,202231,109947.48000000014
0,SV,202232,52838.320000000036
0,SV,202233,38270.21
0,SV,202234,30200.290000000015
0,SV,202235,35253.990000000034
0,SV,202236,32597.39000000005
0,SV,202237,33728.53000000001
0,SV,202238,33817.25
0,SV,202239,44572.020000000106
0,SV,202240,86664.8900000003
0,SV,202241,92035.09000000016
0,SV,202242,77888.79000000005
0,SV,202243,138707.60999999943
0,SV,202244,79367.23999999963
0,SV,202245,73248.11000000002
0,SV,202246,91144.65000000026
0,SV,202247,151229.31000000003
0,SV,202248,57193.4500000001
0,SV,202249,57267.59000000009
0,SV,202250,57452.67999999999
0,SV,202251,41895.33
0,SV,202252,37946.160000000025
0,SV,202301,40665.350000000006
0,SV,202302,49445.190000000046
0,SV,202303,33511.09000000003
0,TH,202036,327530.90000000305
0,TH,202037,353338.0500000096
0,TH,202038,238595.39000000246
0,TH,202039,234888.53000000224
0,TH,202040,596926.7500000051
0,TH,202041,1199886.9100000001
0,TH,202042,338193.19000000914
0,TH,202043,600666.6399999978
0,TH,202044,404128.1099999953
0,TH,202045,492581.68000000005
0,TH,202046,694968.5699999926
0,TH,202047,746569.4399999684
0,TH,202048,863197.4499998993
0,TH,202049,388720.94999999227
0,TH,202050,351725.9500000018
0,TH,202051,249990.10000000263
0,TH,202052,311296.9700000009
0,TH,202101,233624.47000000044
0,TH,202102,357969.0800000001
0,TH,202103,261079.7200000014
0,TH,202104,239381.3299999989
0,TH,202105,221598.03999999168
0,TH,202106,251034.05000000063
0,TH,202107,298539.8199999979
0,TH,202108,312751.74999999796
0,TH,202109,237512.45000000074
0,TH,202110,277738.9300000006
0,TH,202111,249642.63999999836
0,TH,202112,179294.39999999935
0,TH,202113,252271.5600000033
0,TH,202114,150752.2300000042
0,TH,202115,205008.5500000029
0,TH,202116,214460.3500000012
0,TH,202117,246442.76000000132
0,TH,202118,225150.65999999305
0,TH,202119,804581.6099999413
0,TH,202120,547614.6799999718
0,TH,202121,376887.59000000404
0,TH,202122,314871.4299999953
0,TH,202123,443687.6399999989
0,TH,202124,220843.89000000193
0,TH,202125,50413.19000000028
0,TH,202126,42339.29000000001
0,TH,202127,99325.22000000034
0,TH,202128,204347.39000000138
0,TH,202129,149911.69000000219
0,TH,202130,320500.68999999575
0,TH,202131,332588.1200000001
0,TH,202132,368852.1299999987
0,TH,202133,375149.69999999984
0,TH,202134,613892.9100000169
0,TH,202135,452712.41000001074
0,TH,202136,433280.69000000414
0,TH,202137,361127.0000000054
0,TH,202138,271496.24000000564
0,TH,202139,326645.7000000026
0,TH,202140,415840.60000000626
0,TH,202141,882776.9600000022
0,TH,202142,350940.3200000124
0,TH,202143,677094.9400000178
0,TH,202144,1256719.8000000548
0,TH,202145,733433.5800000158
0,TH,202146,813711.570000033
0,TH,202147,955660.5700000516
0,TH,202148,942168.6999999927
0,TH,202149,1256810.0599999349
0,TH,202150,643975.819999979
0,TH,202151,496595.47999999626
0,TH,202152,313571.4499999996
0,TH,202201,331686.25999999465
0,TH,202202,246126.7000000002
0,TH,202203,238147.57999999623
0,TH,202204,229765.2999999991
0,TH,202205,253886.1400000011
0,TH,202206,304482.2700000037
0,TH,202207,358329.5799999957
0,TH,202208,357182.2999999965
0,TH,202209,335801.32999999815
0,TH,202210,297357.3399999981
0,TH,202211,334096.74999999686
0,TH,202212,230974.6600000006
0,TH,202213,410345.93999999296
0,TH,202214,420967.019999985
0,TH,202215,402995.11999999813
0,TH,202216,363788.3400000062
0,TH,202217,322126.7099999902
0,TH,202218,403617.94000000204
0,TH,202219,803974.5299999871
0,TH,202220,737022.9099999767
0,TH,202221,473746.42999999615
0,TH,202222,417569.1399999902
0,TH,202223,356383.51999999303
0,TH,202224,317334.4500000022
0,TH,202225,307467.5099999946
0,TH,202226,369802.1899999938
0,TH,202227,331068.11999999237
0,TH,202228,383325.6199999969
0,TH,202229,346868.95999999245
0,TH,202230,458149.66999999253
0,TH,202231,364530.6599999928
0,TH,202232,336836.9999999942
0,TH,202233,572487.7499999997
0,TH,202234,317089.7799999933
0,TH,202235,331359.499999991
0,TH,202236,448231.119999999
0,TH,202237,511850.2799999864
0,TH,202238,340084.66000000277
0,TH,202239,379006.55999999866
0,TH,202240,465250.18000000814
0,TH,202241,764908.9799999956
0,TH,202242,459008.7000000055
0,TH,202243,821504.1800000109
0,TH,202244,776869.1700000096
0,TH,202245,664240.1399999964
0,TH,202246,785891.5900000326
0,TH,202247,852980.3200000019
0,TH,202248,1595170.1300001268
0,TH,202249,819786.9300000604
0,TH,202250,527845.5100000192
0,TH,202251,396361.68999999884
0,TH,202252,432528.9000000046
0,TH,202301,432778.40000000864
0,TH,202302,404310.57000000175
0,TH,202303,385573.22999999934
0,TR,202036,49731.44000000023
0,TR,202037,38459.61999999995
0,TR,202038,35854.22999999996
0,TR,202039,39724.81000000013
0,TR,202040,44560.21000000006
0,TR,202041,40866.52000000009
0,TR,202042,45172.41999999986
0,TR,202043,70930.34000000004
0,TR,202044,63894.65999999983
0,TR,202045,39663.23999999986
0,TR,202046,44648.24999999991
0,TR,202047,67608.67
0,TR,202048,63626.2
0,TR,202049,27914.889999999952
0,TR,202050,38260.37999999988
0,TR,202051,41368.90999999995
0,TR,202052,48687.27999999957
0,TR,202101,46880.469999999616
0,TR,202102,41123.779999999766
0,TR,202103,35806.69999999976
0,TR,202104,40789.999999999636
0,TR,202105,47407.009999999784
0,TR,202106,38369.27000000004
0,TR,202107,36775.73000000003
0,TR,202108,52642.44999999968
0,TR,202109,41239.53999999977
0,TR,202110,61370.16999999991
0,TR,202111,27259.980000000065
0,TR,202112,20108.080000000005
0,TR,202113,31492.85000000007
0,TR,202114,12829.060000000001
0,TR,202115,10530.380000000001
0,TR,202116,46185.590000000346
0,TR,202117,30898.73000000021
0,TR,202118,36594.07000000015
0,TR,202119,35771.62000000016
0,TR,202120,39029.75000000012
0,TR,202121,42540.79000000005
0,TR,202122,51468.60000000009
0,TR,202123,54848.26999999954
0,TR,202124,57552.3299999992
0,TR,202125,62631.2499999994
0,TR,202126,69381.23999999913
0,TR,202127,48228.99999999948
0,TR,202128,47746.789999999906
0,TR,202129,56091.12999999952
0,TR,202130,47676.39999999995
0,TR,202131,33054.1200000002
0,TR,202132,28565.060000000132
0,TR,202133,26779.750000000167
0,TR,202134,28323.970000000023
0,TR,202135,29656.490000000158
0,TR,202136,31308.630000000132
0,TR,202137,31821.090000000124
0,TR,202138,34261.97000000011
0,TR,202139,35723.75000000003
0,TR,202140,43564.750000000124
0,TR,202141,44477.350000000006
0,TR,202142,43418.1700000002
0,TR,202143,75212.95000000039
0,TR,202144,85345.44000000028
0,TR,202145,47685.50999999992
0,TR,202146,48520.90999999977
0,TR,202147,56193.80999999991
0,TR,202148,61658.289999999804
0,TR,202149,45558.74000000031
0,TR,202150,36050.5000000003
0,TR,202151,41316.56000000023
0,TR,202152,36217.75000000035
0,TR,202201,44777.850000000246
0,TR,202202,41622.790000000256
0,TR,202203,46302.450000000084
0,TR,202204,42931.539999999964
0,TR,202205,43319.240000000114
0,TR,202206,38425.47000000005
0,TR,202207,40200.980000000076
0,TR,202208,40371.800000000185
0,TR,202209,39418.509999999915
0,TR,202210,25799.51999999999
0,TR,202211,34324.59999999993
0,TR,202212,34737.239999999925
0,TR,202213,34172.4
0,TR,202214,51501.04999999976
0,TR,202215,36446.54999999996
0,TR,202216,37151.96999999994
0,TR,202217,35261.41000000005
0,TR,202218,34475.46000000001
0,TR,202219,53584.93999999982
0,TR,202220,44182.370000000075
0,TR,202221,52159.29999999995
0,TR,202222,69378.94999999991
0,TR,202223,67462.90999999993
0,TR,202224,76626.43000000002
0,TR,202225,67871.56000000001
0,TR,202226,50288.77999999996
0,TR,202227,66542.34999999992
0,TR,202228,64458.209999999985
0,TR,202229,66101.2199999998
0,TR,202230,66196.20999999996
0,TR,202231,52753.53999999989
0,TR,202232,55991.09999999983
0,TR,202233,46073.00999999994
0,TR,202234,55286.91999999988
0,TR,202235,68827.21000000014
0,TR,202236,55073.58000000016
0,TR,202237,51784.85999999976
0,TR,202238,70128.10000000043
0,TR,202239,50390.74999999998
0,TR,202240,46166.8900000002
0,TR,202241,98046.01000000098
0,TR,202242,72125.64000000025
0,TR,202243,101845.08000000076
0,TR,202244,75558.13000000024
0,TR,202245,65359.18000000019
0,TR,202246,86229.74000000091
0,TR,202247,83628.45000000032
0,TR,202248,139937.10000000146
0,TR,202249,109018.7500000008
0,TR,202250,66635.19999999953
0,TR,202251,71557.47999999934
0,TR,202252,71617.37999999987
0,TR,202301,71812.59999999977
0,TR,202302,54719.25000000013
0,TR,202303,53658.0799999999
0,UY,202145,1824.2199999999996
0,UY,202146,26879.47
0,UY,202147,88719.77999999956
0,UY,202148,25699.98999999994
0,UY,202149,30791.479999999916
0,UY,202150,19683.46999999998
0,UY,202151,23857.84999999997
0,UY,202152,19182.34
0,UY,202201,23271.049999999952
0,UY,202202,21283.58999999996
0,UY,202203,20966.320000000003
0,UY,202204,17411.339999999946
0,UY,202205,19453.86999999997
0,UY,202206,16594.019999999986
0,UY,202207,13396.509999999986
0,UY,202208,16925.60999999997
0,UY,202209,19629.519999999946
0,UY,202210,14553.08999999997
0,UY,202211,20079.509999999962
0,UY,202212,16920.919999999976
0,UY,202213,13432.39999999999
0,UY,202214,14000.069999999996
0,UY,202215,26439.229999999952
0,UY,202216,16054.739999999969
0,UY,202217,15051.619999999974
0,UY,202218,14167.809999999989
0,UY,202219,16124.03
0,UY,202220,15057.699999999986
0,UY,202221,29908.880000000012
0,UY,202222,24436.250000000033
0,UY,202223,23967.640000000018
0,UY,202224,21228.24000000004
0,UY,202225,19947.91999999999
0,UY,202226,14876.790000000008
0,UY,202227,19572.96000000003
0,UY,202228,18166.190000000017
0,UY,202229,14655.630000000028
0,UY,202230,10905.450000000003
0,UY,202231,21933.230000000018
0,UY,202232,22779.730000000007
0,UY,202233,13755.650000000005
0,UY,202234,17104.150000000027
0,UY,202235,14092.78000000001
0,UY,202236,17309.650000000005
0,UY,202237,21472.73999999995
0,UY,202238,16502.909999999985
0,UY,202239,15748.510000000024
0,UY,202240,20166.839999999975
0,UY,202241,22741.979999999938
0,UY,202242,29113.870000000003
0,UY,202243,29252.819999999978
0,UY,202244,30128.81000000007
0,UY,202245,41998.51999999988
0,UY,202246,36823.249999999935
0,UY,202247,67108.58999999981
0,UY,202248,18456.84999999996
0,UY,202249,17902.409999999953
0,UY,202250,17781.88
0,UY,202251,17027.739999999998
0,UY,202252,16711.759999999955
0,UY,202301,23453.069999999923
0,UY,202302,16240.439999999953
0,UY,202303,17205.439999999962
0,VE,202030,744.0
0,VE,202031,1703.94
0,VE,202032,1853.7600000000004
0,VE,202033,1866.65
0,VE,202034,3224.75
0,VE,202035,3272.5299999999997
0,VE,202036,2134.7999999999993
0,VE,202037,1493.71
0,VE,202038,2116.6599999999994
0,VE,202039,1377.03
0,VE,202040,2722.2300000000023
0,VE,202041,337.88
0,VE,202042,4428.190000000001
0,VE,202043,1142.6199999999992
0,VE,202044,2926.4399999999996
0,VE,202045,3628.12
0,VE,202046,6465.230000000003
0,VE,202047,11171.959999999994
0,VE,202048,5566.669999999996
0,VE,202049,2429.3300000000013
0,VE,202050,2526.7900000000004
0,VE,202051,635.0999999999999
0,VE,202052,2518.119999999999
0,VE,202101,2790.279999999999
0,VE,202102,4095.6499999999987
0,VE,202103,7099.389999999986
0,VE,202104,1662.7500000000002
0,VE,202105,2566.630000000001
0,VE,202106,1101.5699999999997
0,VE,202107,2189.7300000000027
0,VE,202112,1105.0499999999997
0,VE,202113,3931.8600000000038
0,VE,202117,6530.32
0,VE,202118,1948.3800000000003
0,VE,202119,2992.840000000002
0,VE,202120,3033.1899999999996
0,VE,202121,2765.0000000000014
0,VE,202122,2636.1700000000014
0,VE,202123,3002.9299999999944
0,VE,202124,2440.9399999999987
0,VE,202125,3882.4499999999966
0,VE,202126,2296.399999999999
0,VE,202127,3334.910000000001
0,VE,202128,3905.029999999997
0,VE,202129,7470.019999999982
0,VE,202130,4837.839999999995
0,VE,202131,5050.2999999999965
0,VE,202132,5759.299999999995
0,VE,202133,6283.620000000003
0,VE,202134,3744.31
0,VE,202135,5453.340000000002
0,VE,202136,3223.7000000000003
0,VE,202137,3583.849999999999
0,VE,202138,2790.0599999999995
0,VE,202139,4660.209999999997
0,VE,202140,5054.729999999996
0,VE,202141,5473.149999999999
0,VE,202142,5532.099999999993
0,VE,202143,10635.129999999986
0,VE,202144,6542.659999999995
0,VE,202145,6969.040000000002
0,VE,202146,12243.349999999977
0,VE,202147,22641.679999999997
0,VE,202148,12889.699999999972
0,VE,202149,15800.069999999949
0,VE,202150,7888.029999999994
0,VE,202151,3432.3900000000017
0,VE,202152,3653.8199999999997
0,VE,202201,3434.7900000000004
0,VE,202202,3781.4300000000003
0,VE,202203,5461.969999999997
0,VE,202204,6019.399999999996
0,VE,202205,7178.479999999994
0,VE,202206,4011.080000000001
0,VE,202207,3040.47
0,VE,202208,3642.03
0,VE,202209,3606.3900000000003
0,VE,202210,5036.739999999999
0,VE,202211,14844.979999999989
0,VE,202212,10704.289999999999
0,VE,202213,4397.669999999996
0,VE,202214,15931.209999999992
0,VE,202215,6932.089999999999
0,VE,202216,4123.490000000002
0,VE,202217,4979.840000000004
0,VE,202218,4593.590000000002
0,VE,202219,4975.969999999999
0,VE,202220,5016.980000000001
0,VE,202221,5837.730000000003
0,VE,202222,3642.590000000002
0,VE,202223,5600.239999999998
0,VE,202224,6346.339999999997
0,VE,202225,6047.419999999998
0,VE,202226,6818.599999999993
0,VE,202227,8237.15999999999
0,VE,202228,10256.649999999996
0,VE,202229,11337.519999999984
0,VE,202230,10268.079999999989
0,VE,202231,12864.93999999998
0,VE,202232,13030.049999999985
0,VE,202233,12376.009999999995
0,VE,202234,6613.899999999998
0,VE,202235,7637.599999999992
0,VE,202236,7697.56
0,VE,202237,4241.310000000001
0,VE,202238,4595.790000000003
0,VE,202239,5329.250000000001
0,VE,202240,7449.490000000001
0,VE,202241,7556.409999999998
0,VE,202242,4831.3200000000015
0,VE,202243,14349.89999999998
0,VE,202244,11184.900000000001
0,VE,202245,8740.509999999995
0,VE,202246,12261.039999999992
0,VE,202247,32000.730000000014
0,VE,202248,13838.679999999991
0,VE,202249,20633.979999999978
0,VE,202250,13304.919999999987
0,VE,202251,7149.85
0,VE,202252,5612.440000000001
0,VE,202301,3605.8500000000013
0,VE,202302,5742.3600000000015
50000001,AT,201926,11037.71999999999
50000001,AT,201927,24777.99000000004
50000001,AT,201928,24127.11000000016
50000001,AT,201929,24056.26000000003
50000001,AT,201930,19696.90999999996
50000001,AT,201931,22578.39
50000001,AT,201932,20158.97999999995
50000001,AT,201933,20143.77000000002
50000001,AT,201934,19041.15999999995
50000001,AT,201935,21385.92999999998
50000001,AT,201936,21185.97999999999
50000001,AT,201937,22675.79000000004
50000001,AT,201938,24069.980000000018
50000001,AT,201939,24665.490000000093
50000001,AT,201940,20543.42999999998
50000001,AT,201941,21149.36000000004
50000001,AT,201942,20532.099999999944
50000001,AT,201943,19609.76000000003
50000001,AT,201944,19496.45999999997
50000001,AT,201945,18874.119999999977
50000001,AT,201946,24679.140000000065
50000001,AT,201947,28168.270000000055
50000001,AT,201948,28469.929999999997
50000001,AT,201949,22088.099999999948
50000001,AT,201950,18178.739999999954
50000001,AT,201951,18031.309999999932
50000001,AT,201952,18533.43999999988
50000001,AT,202001,18138.74999999997
50000001,AT,202002,18422.679999999975
50000001,AT,202003,17197.719999999943
50000001,AT,202004,14749.139999999945
50000001,AT,202005,14149.17999999997
50000001,AT,202006,11661.699999999952
50000001,AT,202007,1508.0400000000002
50000001,AT,202008,0.01
50000001,AT,202009,0.01
50000001,AT,202010,0.01
50000001,AT,202011,0.01
50000001,AT,202012,0.01
50000001,AT,202013,0.01
50000001,AT,202014,0.01
50000001,AT,202015,0.01
50000001,AT,202016,0.01
50000001,AT,202017,0.01
50000001,AT,202018,0.01
50000001,AT,202019,0.01
50000001,AT,202020,0.01
50000001,AT,202021,0.01
50000001,AT,202022,0.01
50000001,AT,202023,0.01
50000001,AT,202024,0.01
50000001,AT,202025,0.01
50000001,AT,202026,0.01
50000001,AT,202027,0.01
50000001,AT,202028,0.01
50000001,AT,202029,0.01
50000001,AT,202030,0.01
50000001,AT,202031,0.01
50000001,AT,202032,0.01
50000001,AT,202033,0.01
50000001,AT,202034,0.01
50000001,AT,202035,0.01
50000001,AT,202036,0.01
50000001,AT,202037,0.01
50000001,AT,202038,0.01
50000001,AT,202039,0.01
50000001,AT,202040,0.01
50000001,AT,202041,0.01
50000001,AU,202407,0.0
50000001,AU,202408,0.0
50000001,AU,202409,0.0
50000001,CH,201923,6380.919999999998
50000001,CH,201924,5798.2500000000055
50000001,CH,201925,7415.670000000004
50000001,CH,201926,7652.710000000005
50000001,CH,201927,7347.000000000002
50000001,CH,201928,6539.6200000000035
50000001,CH,201929,5860.770000000001
50000001,CH,201930,5391.4900000000025
50000001,CH,201931,4207.300000000003
50000001,CH,201932,4115.800000000003
50000001,CH,201933,0.0
50000001,CH,201934,0.0
50000001,CH,201935,0.0
50000001,CH,201936,0.0
50000001,CH,201937,0.0
50000001,CH,201938,0.0
50000001,CH,201939,0.0
50000001,CH,201940,0.0
50000001,CH,201941,0.0
50000001,CH,201942,3047.280000000002
50000001,CH,201943,3229.1300000000024
50000001,CH,201944,3777.380000000001
50000001,CH,201945,3444.0400000000027
50000001,CH,201946,7577.340000000007
50000001,CH,201947,5860.520000000002
50000001,CH,201948,4094.0100000000025
50000001,CH,201949,4548.610000000002
50000001,CH,201950,4297.590000000001
50000001,CH,201951,3411.3500000000004
50000001,CH,201952,4079.5000000000014
50000001,CH,202001,5558.73
50000001,CH,202002,4049.2699999999995
50000001,CH,202003,5114.079999999998
50000001,CH,202004,4789.439999999999
50000001,CH,202005,3519.6200000000003
50000001,CH,202006,2794.6299999999997
50000001,CH,202007,911.0199999999999
50000001,CH,202020,141.14
50000001,CH,202022,1447.3899999999999
50000001,CH,202023,2156.8000000000006
50000001,CH,202024,3211.8899999999994
50000001,CH,202025,1991.5699999999993
50000001,CH,202026,1640.3200000000006
50000001,CH,202027,1395.8
50000001,CH,202028,1545.81
50000001,CH,202029,1048.39
50000001,CH,202030,1761.4999999999993
50000001,CH,202031,1620.7799999999995
50000001,CH,202032,1711.9199999999994
50000001,CH,202033,1249.9499999999996
50000001,CH,202034,1377.5399999999993
50000001,CH,202035,756.2199999999998
50000001,CH,202036,1211.4099999999996
50000001,CH,202037,1312.5599999999997
50000001,CH,202038,895.28
50000001,CH,202039,578.1
50000001,CH,202040,534.3599999999998
50000001,CH,202041,212.48999999999998
50000001,CH,202042,378.30999999999995
50000001,CH,202043,409.34999999999997
50000001,CH,202044,724.9799999999998
50000001,CH,202045,752.5799999999999
50000001,CH,202046,1673.8799999999999
50000001,CH,202047,2498.7699999999986
50000001,CH,202048,1163.7999999999995
50000001,CH,202049,795.5999999999999
50000001,CH,202050,424.46
50000001,CH,202051,534.88
50000001,CH,202052,676.0300000000001
50000001,CH,202101,960.17
50000001,CH,202102,1231.7999999999997
50000001,CH,202103,876.1099999999999
50000001,CH,202104,1159.07
50000001,CH,202105,647.1299999999999
50000001,CH,202106,848.83
50000001,CH,202107,799.3899999999999
50000001,CH,202108,1451.8299999999997
50000001,CH,202109,2184.379999999999
50000001,CH,202110,1958.039999999999
50000001,CH,202111,1287.4299999999994
50000001,CH,202112,864.8399999999998
50000001,CH,202113,2398.0399999999995
50000001,CH,202114,743.1299999999999
50000001,CH,202115,1869.29
50000001,CH,202116,2052.259999999999
50000001,CH,202117,1528.3299999999992
50000001,CH,202118,2378.159999999999
50000001,CH,202119,2128.3499999999995
50000001,CH,202120,2661.2599999999993
50000001,CH,202121,2885.5899999999992
50000001,CH,202122,4602.5
50000001,CH,202123,5819.450000000003
50000001,CH,202124,5081.980000000001
50000001,CH,202125,6227.150000000001
50000001,CH,202126,9214.440000000011
50000001,CH,202127,5845.189999999995
50000001,CH,202128,5544.069999999998
50000001,CH,202129,3646.7199999999984
50000001,CH,202130,3454.049999999998
50000001,CH,202131,3187.4099999999976
50000001,CH,202132,2638.2599999999993
50000001,CH,202133,2546.7200000000003
50000001,CH,202134,2439.140000000001
50000001,CH,202135,2186.0499999999997
50000001,CH,202136,2667.2499999999995
50000001,CH,202137,3533.6099999999983
50000001,CH,202138,2758.81
50000001,CH,202139,1879.8800000000003
50000001,CH,202140,3015.420000000002
50000001,CH,202141,1939.1899999999996
50000001,CH,202142,1608.5500000000002
50000001,CH,202143,1803.74
50000001,CH,202144,2310.93
50000001,CH,202145,1582.02
50000001,CH,202146,2718.3900000000003
50000001,CH,202147,1598.4600000000003
50000001,CH,202148,3266.7099999999996
50000001,CH,202149,1768.46
50000001,CH,202150,1731.6800000000007
50000001,CH,202151,1612.000000000001
50000001,CH,202152,2059.3700000000013
50000001,CH,202201,2466.599999999999
50000001,CH,202202,3710.9899999999984
50000001,CH,202203,3725.6399999999994
50000001,CH,202204,4699.230000000002
50000001,CH,202205,4083.0299999999993
50000001,CH,202206,3267.03
50000001,CH,202207,3264.8500000000004
50000001,CH,202208,3149.9300000000003
50000001,CH,202209,1933.6200000000003
50000001,CH,202210,2586.7699999999995
50000001,CH,202211,3353.0799999999995
50000001,CH,202215,1129.31
50000001,CH,202216,3430.5899999999997
50000001,CH,202217,4345.979999999999
50000001,CH,202218,3622.3600000000006
50000001,CH,202219,3934.0600000000004
50000001,CH,202220,3086.2100000000014
50000001,CH,202221,3528.8200000000015
50000001,CH,202222,6165.350000000004
50000001,CH,202223,7229.800000000005
50000001,CH,202224,6538.270000000003
50000001,CH,202225,8260.140000000003
50000001,CH,202226,10352.030000000006
50000001,CH,202227,9276.570000000003
50000001,CH,202228,5704.480000000005
50000001,CH,202229,4751.320000000002
50000001,CH,202230,5354.450000000001
50000001,CH,202231,4841.2000000000035
50000001,CH,202232,4979.999999999999
50000001,CH,202233,3701.4000000000015
50000001,CH,202234,3727.210000000002
50000001,CH,202235,3720.5700000000015
50000001,CH,202236,5616.420000000002
50000001,CH,202237,4996.010000000002
50000001,CH,202238,3907.9400000000005
50000001,CH,202239,4895.190000000005
50000001,CH,202240,3296.3399999999992
50000001,CH,202241,3112.3200000000015
50000001,CH,202242,2962.4000000000015
50000001,CH,202243,2138.1499999999996
50000001,CH,202244,2597.2100000000023
50000001,CH,202245,1374.22
50000001,CH,202246,2103.6499999999996
50000001,CH,202247,5302.100000000001
50000001,CH,202248,7283.939999999997
50000001,CH,202249,5106.410000000008
50000001,CH,202250,4141.710000000006
50000001,CH,202251,4063.480000000004
50000001,CH,202252,4618.350000000001
50000001,CH,202301,5921.870000000007
50000001,CH,202302,4848.959999999999
50000001,CH,202303,6221.880000000006
50000001,CH,202304,4998.44
50000001,CH,202305,5373.4299999999985
50000001,CH,202306,5504.980000000008
50000001,CH,202307,6356.330000000008
50000001,CH,202308,6224.100000000006
50000001,CH,202309,6160.380000000008
50000001,CH,202310,9565.660000000007
50000001,CH,202311,0.0
50000001,CH,202312,0.0
50000001,CH,202313,0.0
50000001,CH,202314,5178.420000000004
50000001,CH,202315,5147.080000000002
50000001,CH,202316,5978.080000000003
50000001,CH,202317,3719.9100000000035
50000001,CH,202318,4365.730000000003
50000001,CH,202319,4167.050000000003
50000001,CH,202320,4531.7800000000025
50000001,CH,202321,5083.770000000003
50000001,CH,202322,8778.390000000007
50000001,CH,202323,12250.760000000004
50000001,CH,202324,11471.659999999993
50000001,CH,202325,12803.829999999993
50000001,CH,202326,12017.500000000002
50000001,CH,202327,13458.850000000011
