"PTNR_REGIONAL_MASTER_CD","COUNTRY_CD","YEARWEEK","TOTAL_SALES"
0,BH,202119,281960.0699999991
0,BH,202120,244581.63000000062
0,BH,202121,322956.9
0,BH,202122,302369.5399999993
0,BH,202123,494124.3800000074
0,BH,202124,534227.96000001
0,BH,202125,370248.06000000617
0,BH,202126,385407.77000000165
0,BH,202127,200360.4599999999
0,BH,202128,150950.26999999935
0,BH,202129,180485.9099999991
0,BH,202130,380359.8499999943
0,BH,202131,229395.96999999307
0,BH,202132,211947.92999999368
0,BH,202133,154970.4099999981
0,BH,202134,231929.52999999712
0,BH,202135,345565.3400000037
0,BH,202136,268797.28999999864
0,BH,202137,208111.13999999675
0,BH,202138,178168.4699999987
0,BH,202139,250556.9299999966
0,BH,202140,377284.22999999335
0,BH,202141,210517.0799999945
0,BH,202142,276896.78000000457
0,BH,202143,485212.0000000025
0,BH,202144,251276.7199999946
0,BH,202145,351272.7599999879
0,BH,202146,311813.7599999968
0,BH,202147,404208.9599999996
0,BH,202148,615769.6200000278
0,BH,202149,381594.29999999393
0,BH,202150,323932.69999999146
0,BH,202151,272653.52999999194
0,BH,202152,307038.1199999888
0,BH,202201,162301.81000000206
0,BH,202202,109042.57999999989
0,BH,202203,101414.27000000006
0,BH,202204,151234.73000000033
0,BH,202205,161281.16000000114
0,BH,202206,125187.93000000146
0,BH,202207,147222.04999999952
0,BH,202208,436838.6399999874
0,BH,202209,373493.02999999287
0,BH,202210,96962.33000000168
0,BH,202211,94049.53000000033
0,BH,202212,138869.09000000058
0,BH,202213,382104.4199999992
0,BH,202214,179484.90000000288
0,BH,202215,109764.72000000048
0,BH,202216,109957.41000000076
0,BH,202217,240843.34999999075
0,BH,202218,222935.0600000021
0,BH,202219,189006.99000000284
0,BH,202220,116945.590000003
0,BH,202221,706804.4799999882
0,BH,202222,496882.1099999849
0,BH,202223,441838.89999998704
0,BH,202224,424825.3999999976
0,BH,202225,422496.99000000244
0,BH,202226,280800.8799999962
0,BH,202227,124494.02000000134
0,BH,202228,95426.8200000001
0,BH,202229,125184.26999999958
0,BH,202230,288326.37999999657
0,BH,202231,176301.71999999904
0,BH,202232,154025.94000000032
0,BH,202233,95791.13000000028
0,BH,202234,300488.3599999989
0,BH,202235,483117.7700000055
0,BH,202236,370196.95999999973
0,BH,202237,141554.43999999994
0,BH,202238,118797.41999999754
0,BH,202239,148851.93999999907
0,BH,202240,253150.19999999987
0,BH,202241,126997.94999999809
0,BH,202242,221163.5299999867
0,BH,202243,360271.139999998
0,BH,202244,459675.11999999994
0,BH,202245,339945.98000001325
0,BH,202246,299703.3800000085
0,BH,202247,252771.8500000125
0,BH,202248,363285.77000000724
0,BH,202249,480102.5099999955
0,BH,202250,388216.5700000003
0,BH,202251,364975.1000000079
0,BH,202252,362044.1800000126
0,BH,202301,216713.43000000546
0,BH,202302,123252.45000000115
0,BH,202303,118054.93999999916
0,CL,201948,28994.450000000063
0,CL,201949,106987.35999999887
0,CL,201950,102608.99999999772
0,CL,202036,138135.3600000014
0,CL,202037,160314.3800000015
0,CL,202038,166301.46000000028
0,CL,202039,145891.27000000197
0,CL,202040,274871.01999999455
0,CL,202041,158709.56999999742
0,CL,202042,192701.39999999854
0,CL,202043,348428.01999999356
0,CL,202044,215275.03999999986
0,CL,202045,304509.4699999925
0,CL,202046,335515.459999993
0,CL,202047,238535.87999999692
0,CL,202048,179706.97000000122
0,CL,202049,264854.1100000016
0,CL,202050,155550.7600000003
0,CL,202051,181871.58999999776
0,CL,202052,179417.84999999846
0,CL,202101,165501.30000000127
0,CL,202102,155626.72000000076
0,CL,202103,142743.29000000065
0,CL,202104,161672.2600000011
0,CL,202105,173568.58999999976
0,CL,202106,135103.47000000032
0,CL,202107,154152.3099999997
0,CL,202108,123711.28000000076
0,CL,202109,77431.23000000011
0,CL,202110,95278.07000000024
0,CL,202111,174884.17999999993
0,CL,202112,76059.9900000004
0,CL,202113,156945.68999999936
0,CL,202114,148425.5000000007
0,CL,202115,173695.37000000113
0,CL,202116,160712.55000000083
0,CL,202117,184531.1100000007
0,CL,202118,536748.710000002
0,CL,202119,141896.34000000023
0,CL,202120,92132.44000000015
0,CL,202121,94575.27000000016
0,CL,202122,169973.9400000005
0,CL,202123,175829.9600000008
0,CL,202124,153112.48000000036
0,CL,202125,192898.2699999997
0,CL,202126,227630.0100000007
0,CL,202127,217361.47000000192
0,CL,202128,174459.00000000047
0,CL,202129,167914.33999999973
0,CL,202130,148958.04000000117
0,CL,202131,168771.09000000125
0,CL,202132,169707.2900000017
0,CL,202133,147974.15000000116
0,CL,202134,152746.47000000143
0,CL,202135,152601.4700000016
0,CL,202136,349982.4899999991
0,CL,202137,149509.98000000158
0,CL,202138,136310.46000000098
0,CL,202139,180310.34000000043
0,CL,202140,189589.43000000177
0,CL,202141,239414.03000000044
0,CL,202142,255044.8099999992
0,CL,202143,457371.59999999637
0,CL,202144,496053.32999999484
0,CL,202145,351562.34999999753
0,CL,202146,435527.31999999343
0,CL,202147,388908.87999999744
0,CL,202148,271187.5399999979
0,CL,202149,579607.0799999963
0,CL,202150,194122.13000000166
0,CL,202151,196139.58000000106
0,CL,202152,201764.93000000107
0,CL,202201,199936.84000000107
0,CL,202202,203236.40000000055
0,CL,202203,188557.8100000016
0,CL,202204,195301.02000000235
0,CL,202205,208047.7400000015
0,CL,202206,185702.0500000013
0,CL,202207,174603.8100000011
0,CL,202208,181355.33000000188
0,CL,202209,190452.86000000164
0,CL,202210,187038.9600000016
0,CL,202211,238236.4000000017
0,CL,202212,192761.08000000095
0,CL,202213,221347.1200000018
0,CL,202214,303740.13000000117
0,CL,202215,212119.74000000115
0,CL,202216,186760.82000000184
0,CL,202217,180326.84000000102
0,CL,202218,394065.43999999744
0,CL,202219,219665.1800000027
0,CL,202220,183532.31000000084
0,CL,202221,175215.31000000256
0,CL,202222,229529.9100000023
0,CL,202223,260392.2300000067
0,CL,202224,258879.47000000573
0,CL,202225,261790.59000000687
0,CL,202226,248704.6200000025
0,CL,202227,252052.58000000377
0,CL,202228,220945.44000000082
0,CL,202229,213794.5500000046
0,CL,202230,214767.06000000655
0,CL,202231,241762.62000000413
0,CL,202232,196724.07000000228
0,CL,202233,193797.15000000692
0,CL,202234,170703.06000000122
0,CL,202235,232399.0500000058
0,CL,202236,415179.4100000041
0,CL,202237,174995.81999999846
0,CL,202238,154993.1499999985
0,CL,202239,271401.30999999866
0,CL,202240,202665.67999999825
0,CL,202241,180268.14999999807
0,CL,202242,212772.11999999807
0,CL,202243,382950.5899999993
0,CL,202244,416646.54999999714
0,CL,202245,334049.0199999971
0,CL,202246,426973.789999999
0,CL,202247,598731.4199999899
0,CL,202248,222887.58999999778
0,CL,202249,215441.70999999702
0,CL,202250,227510.63000000129
0,CL,202251,252127.8700000036
0,CL,202252,246959.43999999785
0,CL,202301,208646.21999999788
0,CL,202302,197711.35999999908
0,CL,202303,187550.37000000066
0,CN,202129,
0,CN,202130,
0,CN,202131,
0,CN,202132,
0,CN,202133,
0,CN,202134,
0,CN,202135,
0,CN,202136,
0,CN,202137,
0,CN,202138,
0,CN,202139,
0,CN,202140,
0,CN,202141,
0,CN,202142,
0,CN,202143,
0,CN,202144,
0,CN,202145,
0,CN,202146,
0,CN,202147,
0,CN,202148,
0,CN,202149,
0,CN,202150,
0,CN,202151,
0,CN,202152,
0,CN,202201,
0,CN,202202,
0,CN,202203,
0,CN,202204,
0,CN,202205,
0,CN,202206,
0,CN,202207,
0,CN,202208,
0,CN,202209,
0,CN,202210,
0,CN,202211,
0,CN,202212,
0,CN,202213,
0,CN,202214,
0,CN,202215,
0,CN,202216,
0,CN,202217,
0,CN,202218,
0,CN,202219,
0,CN,202220,
0,CN,202221,
0,CN,202222,
0,CN,202223,
0,CN,202224,
0,CN,202225,
0,CN,202226,
0,CN,202227,
0,CN,202228,
0,CN,202229,
0,CN,202230,
0,CN,202231,
0,CN,202232,
0,CN,202233,
0,CN,202234,
0,CN,202235,
0,CN,202236,
0,CN,202237,
0,CN,202238,
0,CN,202239,
0,CN,202240,
0,CN,202241,
0,CN,202242,
0,CN,202243,
0,CN,202244,
0,CN,202245,
0,CN,202246,
0,CN,202247,
0,CN,202248,
0,CN,202249,
0,CN,202250,
0,CN,202251,
0,CN,202252,
0,CN,202301,
0,CN,202302,
0,CN,202303,
0,CN,202304,
0,CN,202305,
0,CN,202306,
0,CN,202307,
0,CN,202308,
0,CN,202309,
0,CN,202310,
0,CN,202311,
0,CN,202312,
0,CN,202313,
0,CN,202314,
0,CN,202315,
0,CN,202316,
0,CN,202317,
0,CN,202318,
0,CN,202319,
0,CN,202320,
0,CN,202321,
0,CN,202322,
0,CN,202323,
0,CN,202324,
0,CN,202325,
0,CN,202326,
0,CN,202327,
0,CN,202328,
0,CN,202329,
0,CN,202330,
0,CN,202331,
0,CN,202332,
0,CN,202333,
0,CN,202334,
0,CN,202335,
0,CN,202336,
0,CN,202337,
0,CN,202338,
0,CN,202339,
0,CN,202340,
0,CN,202341,
0,CN,202342,
0,CN,202343,
0,CN,202344,
0,CN,202345,
0,CN,202346,
0,CN,202347,
0,CN,202348,
0,CN,202349,
0,CN,202350,
0,CN,202351,
0,CN,202352,
0,CN,202353,
0,CN,202401,
0,CN,202402,
0,CN,202403,
0,CN,202404,
0,CN,202405,
0,CN,202406,
0,CN,202407,
0,CN,202408,
0,CN,202409,
0,CN,202410,
0,CN,202411,
0,CO,202036,77715.8000000002
0,CO,202037,98187.13000000056
0,CO,202038,79192.4600000005
0,CO,202039,68598.4100000002
0,CO,202040,80482.95000000003
0,CO,202041,114521.30000000016
0,CO,202042,130729.56000000075
0,CO,202043,211149.7599999993
0,CO,202044,226299.34000000262
0,CO,202045,175806.78000000055
0,CO,202046,220869.22000000157
0,CO,202047,198855.54000000103
0,CO,202048,63566.48000000026
0,CO,202049,71186.74000000091
0,CO,202050,54867.460000000385
0,CO,202051,99270.7500000008
0,CO,202052,104282.98000000072
0,CO,202101,87992.16000000067
0,CO,202102,73338.32000000076
0,CO,202103,73272.35000000052
0,CO,202104,75112.8700000005
0,CO,202105,73039.28000000048
0,CO,202106,88218.4100000001
0,CO,202107,76222.47000000034
0,CO,202108,84515.61000000004
0,CO,202109,59814.05000000016
0,CO,202110,38987.310000000034
0,CO,202111,69233.8000000007
0,CO,202112,52060.01999999994
0,CO,202113,43547.64000000002
0,CO,202114,67550.16000000056
0,CO,202115,69130.88000000057
0,CO,202116,79072.6500000002
0,CO,202117,69563.53000000044
0,CO,202118,63057.31999999985
0,CO,202119,85314.21000000057
0,CO,202120,89609.42000000003
0,CO,202121,101092.2000000005
0,CO,202122,95059.80000000088
0,CO,202123,109812.83999999911
0,CO,202124,99159.95999999941
0,CO,202125,79113.01000000045
0,CO,202126,73727.36000000058
0,CO,202127,73241.74000000053
0,CO,202128,95236.67000000051
0,CO,202129,79650.40000000069
0,CO,202130,134098.20000000086
0,CO,202131,75502.47000000051
0,CO,202132,57987.88000000042
0,CO,202133,79757.160000001
0,CO,202134,72319.61000000068
0,CO,202135,94109.11000000124
0,CO,202136,73726.33000000093
0,CO,202137,91957.40000000058
0,CO,202138,82745.95999999982
0,CO,202139,112196.9300000015
0,CO,202140,109298.25000000137
0,CO,202141,112795.74999999967
0,CO,202142,124674.01000000053
0,CO,202143,251732.88000000044
0,CO,202144,242131.49
0,CO,202145,207187.7000000018
0,CO,202146,254578.3300000017
0,CO,202147,307143.5599999965
0,CO,202148,102707.40000000138
0,CO,202149,121017.17999999976
0,CO,202150,145995.60999999754
0,CO,202151,144778.12999999788
0,CO,202152,149921.2699999996
0,CO,202201,152064.69000000018
0,CO,202202,112493.2300000004
0,CO,202203,98232.54000000097
0,CO,202204,90281.33999999978
0,CO,202205,86646.39000000012
0,CO,202206,103745.1900000002
0,CO,202207,81578.32000000018
0,CO,202208,87247.20000000103
0,CO,202209,92456.97999999982
0,CO,202210,90120.93999999994
0,CO,202211,115427.23999999987
0,CO,202212,83765.82000000005
0,CO,202213,100158.46000000126
0,CO,202214,167424.83000000013
0,CO,202215,100302.74999999996
0,CO,202216,98874.41000000034
0,CO,202217,109563.38000000162
0,CO,202218,110414.06000000081
0,CO,202219,93138.19000000035
0,CO,202220,134484.6300000008
0,CO,202221,197953.81000000142
0,CO,202222,154969.0100000002
0,CO,202223,153297.63999999943
0,CO,202224,156736.53999999876
0,CO,202225,126918.02000000002
0,CO,202226,103973.13000000059
0,CO,202227,129431.21000000041
0,CO,202228,121286.95000000027
0,CO,202229,112072.7100000005
0,CO,202230,85837.36000000003
0,CO,202231,260608.2200000029
0,CO,202232,140737.9100000007
0,CO,202233,111433.38000000105
0,CO,202234,97352.96000000063
0,CO,202235,112605.96999999994
0,CO,202236,88797.46000000031
0,CO,202237,96744.27999999981
0,CO,202238,76178.85000000006
0,CO,202239,94353.90999999989
0,CO,202240,111550.02000000038
0,CO,202241,116182.38000000028
0,CO,202242,111860.80000000072
0,CO,202243,249092.57000000516
0,CO,202244,234443.84000000675
0,CO,202245,230191.10999999952
0,CO,202246,181140.44000000277
0,CO,202247,284107.9999999971
0,CO,202248,91779.27000000038
0,CO,202249,101144.38000000009
0,CO,202250,132815.09000000177
0,CO,202251,107542.0100000005
0,CO,202252,106348.25000000247
0,CO,202301,93468.95000000083
0,CO,202302,76151.65999999992
0,CO,202303,74878.61000000002
0,CR,202036,60727.63000000011
0,CR,202037,72822.4100000003
0,CR,202038,69267.22000000013
0,CR,202039,73091.11000000035
0,CR,202040,84069.1700000004
0,CR,202041,138473.76000000042
0,CR,202042,167478.8799999999
0,CR,202043,366574.56999999646
0,CR,202044,275956.0399999977
0,CR,202045,300420.84999999544
0,CR,202046,397960.7299999945
0,CR,202047,367129.3899999961
0,CR,202048,94767.57999999983
0,CR,202049,89877.00000000017
0,CR,202050,84969.9300000002
0,CR,202051,83378.39999999992
0,CR,202052,82254.36999999969
0,CR,202101,70818.72999999991
0,CR,202102,82528.1200000001
0,CR,202103,64798.08999999973
0,CR,202104,67480.93000000024
0,CR,202105,68607.7000000003
0,CR,202106,67967.28
0,CR,202107,69969.46999999972
0,CR,202108,69585.09999999992
0,CR,202109,62031.98000000002
0,CR,202110,78729.60999999943
0,CR,202111,111619.61999999946
0,CR,202112,94669.31999999956
0,CR,202113,68886.42999999906
0,CR,202114,21062.720000000045
0,CR,202115,58318.959999999446
0,CR,202116,106067.01999999856
0,CR,202117,79325.81999999809
0,CR,202118,86274.85999999753
0,CR,202119,76757.76999999808
0,CR,202120,97174.96999999773
0,CR,202121,110607.76000000045
0,CR,202122,118254.70000000088
0,CR,202123,100671.25000000026
0,CR,202124,126232.31999999913
0,CR,202125,87222.07999999834
0,CR,202126,99763.22999999886
0,CR,202127,125528.06999999931
0,CR,202128,341217.930000001
0,CR,202129,113041.48999999907
0,CR,202130,122135.86999999995
0,CR,202131,95855.61000000041
0,CR,202132,69488.75000000025
0,CR,202133,85390.47000000009
0,CR,202134,74615.11999999998
0,CR,202135,95871.41000000027
0,CR,202136,82263.77000000018
0,CR,202137,107497.65000000085
0,CR,202138,99964.850000001
0,CR,202139,95269.94000000056
0,CR,202140,113386.34000000062
0,CR,202141,217124.9000000017
0,CR,202142,195974.5700000039
0,CR,202143,411167.09000000026
0,CR,202144,350781.4200000002
0,CR,202145,323236.30000000383
0,CR,202146,415039.6600000083
0,CR,202147,508605.5300000182
0,CR,202148,106748.98999999864
0,CR,202149,92523.99000000002
0,CR,202150,96744.89000000039
0,CR,202151,95498.99000000021
0,CR,202152,93865.51000000021
0,CR,202201,92910.89000000044
0,CR,202202,82599.83
0,CR,202203,86076.47000000004
0,CR,202204,73013.84000000004
0,CR,202205,76864.24999999988
0,CR,202206,68655.80999999997
0,CR,202207,67988.86999999994
0,CR,202208,64528.69000000016
0,CR,202209,86750.86000000009
0,CR,202210,69695.80999999972
0,CR,202211,78722.30999999966
0,CR,202212,94553.94999999966
0,CR,202213,77708.11000000022
0,CR,202214,81773.46000000041
0,CR,202215,77475.79000000005
0,CR,202216,96408.51999999957
0,CR,202217,83312.81999999928
0,CR,202218,84366.70999999919
0,CR,202219,80469.87999999944
0,CR,202220,108527.30000000022
0,CR,202221,144153.5599999994
0,CR,202222,122193.02999999981
0,CR,202223,113258.26999999938
0,CR,202224,115753.56000000017
0,CR,202225,89153.0699999997
0,CR,202226,95185.51000000001
0,CR,202227,115633.83000000031
0,CR,202228,300139.7400000014
0,CR,202229,177712.57000000155
0,CR,202230,75505.27999999911
0,CR,202231,170484.83999999985
0,CR,202232,102794.00999999967
0,CR,202233,66778.7
0,CR,202234,77894.28999999957
0,CR,202235,93801.41000000008
0,CR,202236,87132.0899999998
0,CR,202237,141149.77999999994
0,CR,202238,103484.45999999932
0,CR,202239,114504.55000000045
0,CR,202240,160982.7500000005
0,CR,202241,262355.42999999924
0,CR,202242,259525.0799999985
0,CR,202243,473054.54999999155
0,CR,202244,427621.67999999755
0,CR,202245,419850.77000000176
0,CR,202246,463758.0200000054
0,CR,202247,633846.5200000074
0,CR,202248,118174.33999999987
0,CR,202249,114441.7999999998
0,CR,202250,136549.19999999943
0,CR,202251,115723.21999999938
0,CR,202252,105165.549999999
0,CR,202301,101402.69999999962
0,CR,202302,90532.56999999964
0,CR,202303,93327.4399999996
0,CW,202036,
0,CW,202037,
0,CW,202038,
0,CW,202039,
0,CW,202040,
0,CW,202041,
0,CW,202042,
0,CW,202043,
0,CW,202044,
0,CW,202045,
0,CW,202046,
0,CW,202047,
0,CW,202048,
0,CW,202049,
0,CW,202050,
0,CW,202051,
0,CW,202052,
0,CW,202101,
